x,z,t
768.000000000,251.375040000,57.114285714
769.000000000,251.569230000,57.164285714
770.000000000,251.760000000,57.214285714
771.000000000,251.947170000,57.264285714
772.000000000,252.130560000,57.314285714
773.000000000,252.309990000,57.364285714
774.000000000,252.485280000,57.414285714
775.000000000,252.656250000,57.464285714
776.000000000,252.822720000,57.514285714
777.000000000,252.984510000,57.564285714
778.000000000,253.141440000,57.614285714
779.000000000,253.293330000,57.664285714
780.000000000,253.440000000,57.714285714
781.000000000,253.581270000,57.764285714
782.000000000,253.716960000,57.814285714
783.000000000,253.846890000,57.864285714
784.000000000,253.970880000,57.914285714
785.000000000,254.088750000,57.964285714
786.000000000,254.200320000,58.014285714
787.000000000,254.305410000,58.064285714
788.000000000,254.403840000,58.114285714
789.000000000,254.495430000,58.164285714
790.000000000,254.580000000,58.214285714
791.000000000,254.657370000,58.264285714
792.000000000,254.727360000,58.314285714
793.000000000,254.789790000,58.364285714
794.000000000,254.844480000,58.414285714
795.000000000,254.891250000,58.464285714
796.000000000,254.929920000,58.514285714
797.000000000,254.960310000,58.564285714
798.000000000,254.982240000,58.614285714
799.000000000,254.995530000,58.664285714
800.000000000,255.000000000,58.714285714
800.000000000,255.000000000,58.714285714
801.000000000,254.998510000,58.764285714
802.000000000,254.994080000,58.814285714
803.000000000,254.986770000,58.864285714
804.000000000,254.976640000,58.914285714
805.000000000,254.963750000,58.964285714
806.000000000,254.948160000,59.014285714
807.000000000,254.929930000,59.064285714
808.000000000,254.909120000,59.114285714
809.000000000,254.885790000,59.164285714
810.000000000,254.860000000,59.214285714
811.000000000,254.831810000,59.264285714
812.000000000,254.801280000,59.314285714
813.000000000,254.768470000,59.364285714
814.000000000,254.733440000,59.414285714
815.000000000,254.696250000,59.464285714
816.000000000,254.656960000,59.514285714
817.000000000,254.615630000,59.564285714
818.000000000,254.572320000,59.614285714
819.000000000,254.527090000,59.664285714
820.000000000,254.480000000,59.714285714
821.000000000,254.431110000,59.764285714
822.000000000,254.380480000,59.814285714
823.000000000,254.328170000,59.864285714
824.000000000,254.274240000,59.914285714
825.000000000,254.218750000,59.964285714
826.000000000,254.161760000,60.014285714
827.000000000,254.103330000,60.064285714
828.000000000,254.043520000,60.114285714
829.000000000,253.982390000,60.164285714
830.000000000,253.920000000,60.214285714
831.000000000,253.856410000,60.264285714
832.000000000,253.791680000,60.314285714
833.000000000,253.725870000,60.364285714
834.000000000,253.659040000,60.414285714
835.000000000,253.591250000,60.464285714
836.000000000,253.522560000,60.514285714
837.000000000,253.453030000,60.564285714
838.000000000,253.382720000,60.614285714
839.000000000,253.311690000,60.664285714
840.000000000,253.240000000,60.714285714
841.000000000,253.167710000,60.764285714
842.000000000,253.094880000,60.814285714
843.000000000,253.021570000,60.864285714
844.000000000,252.947840000,60.914285714
845.000000000,252.873750000,60.964285714
846.000000000,252.799360000,61.014285714
847.000000000,252.724730000,61.064285714
848.000000000,252.649920000,61.114285714
849.000000000,252.574990000,61.164285714
850.000000000,252.500000000,61.214285714
851.000000000,252.425010000,61.264285714
852.000000000,252.350080000,61.314285714
853.000000000,252.275270000,61.364285714
854.000000000,252.200640000,61.414285714
855.000000000,252.126250000,61.464285714
856.000000000,252.052160000,61.514285714
857.000000000,251.978430000,61.564285714
858.000000000,251.905120000,61.614285714
859.000000000,251.832290000,61.664285714
860.000000000,251.760000000,61.714285714
861.000000000,251.688310000,61.764285714
862.000000000,251.617280000,61.814285714
863.000000000,251.546970000,61.864285714
864.000000000,251.477440000,61.914285714
865.000000000,251.408750000,61.964285714
866.000000000,251.340960000,62.014285714
867.000000000,251.274130000,62.064285714
868.000000000,251.208320000,62.114285714
869.000000000,251.143590000,62.164285714
870.000000000,251.080000000,62.214285714
871.000000000,251.017610000,62.264285714
872.000000000,250.956480000,62.314285714
873.000000000,250.896670000,62.364285714
874.000000000,250.838240000,62.414285714
875.000000000,250.781250000,62.464285714
876.000000000,250.725760000,62.514285714
877.000000000,250.671830000,62.564285714
878.000000000,250.619520000,62.614285714
879.000000000,250.568890000,62.664285714
880.000000000,250.520000000,62.714285714
881.000000000,250.472910000,62.764285714
882.000000000,250.427680000,62.814285714
883.000000000,250.384370000,62.864285714
884.000000000,250.343040000,62.914285714
885.000000000,250.303750000,62.964285714
886.000000000,250.266560000,63.014285714
887.000000000,250.231530000,63.064285714
888.000000000,250.198720000,63.114285714
889.000000000,250.168190000,63.164285714
890.000000000,250.140000000,63.214285714
891.000000000,250.114210000,63.264285714
892.000000000,250.090880000,63.314285714
893.000000000,250.070070000,63.364285714
894.000000000,250.051840000,63.414285714
895.000000000,250.036250000,63.464285714
896.000000000,250.023360000,63.514285714
897.000000000,250.013230000,63.564285714
898.000000000,250.005920000,63.614285714
899.000000000,250.001490000,63.664285714
900.000000000,250.000000000,63.714285714
900.000000000,250.000000000,63.714285714
901.000000000,249.995530000,63.764285714
902.000000000,249.982240000,63.814285714
903.000000000,249.960310000,63.864285714
904.000000000,249.929920000,63.914285714
905.000000000,249.891250000,63.964285714
906.000000000,249.844480000,64.014285714
907.000000000,249.789790000,64.064285714
908.000000000,249.727360000,64.114285714
909.000000000,249.657370000,64.164285714
910.000000000,249.580000000,64.214285714
911.000000000,249.495430000,64.264285714
912.000000000,249.403840000,64.314285714
913.000000000,249.305410000,64.364285714
914.000000000,249.200320000,64.414285714
915.000000000,249.088750000,64.464285714
916.000000000,248.970880000,64.514285714
917.000000000,248.846890000,64.564285714
918.000000000,248.716960000,64.614285714
919.000000000,248.581270000,64.664285714
920.000000000,248.440000000,64.714285714
921.000000000,248.293330000,64.764285714
922.000000000,248.141440000,64.814285714
923.000000000,247.984510000,64.864285714
924.000000000,247.822720000,64.914285714
925.000000000,247.656250000,64.964285714
926.000000000,247.485280000,65.014285714
927.000000000,247.309990000,65.064285714
928.000000000,247.130560000,65.114285714
929.000000000,246.947170000,65.164285714
930.000000000,246.760000000,65.214285714
931.000000000,246.569230000,65.264285714
932.000000000,246.375040000,65.314285714
933.000000000,246.177610000,65.364285714
934.000000000,245.977120000,65.414285714
935.000000000,245.773750000,65.464285714
936.000000000,245.567680000,65.514285714
937.000000000,245.359090000,65.564285714
938.000000000,245.148160000,65.614285714
939.000000000,244.935070000,65.664285714
940.000000000,244.720000000,65.714285714
941.000000000,244.503130000,65.764285714
942.000000000,244.284640000,65.814285714
943.000000000,244.064710000,65.864285714
944.000000000,243.843520000,65.914285714
945.000000000,243.621250000,65.964285714
946.000000000,243.398080000,66.014285714
947.000000000,243.174190000,66.064285714
948.000000000,242.949760000,66.114285714
949.000000000,242.724970000,66.164285714
950.000000000,242.500000000,66.214285714
951.000000000,242.275030000,66.264285714
952.000000000,242.050240000,66.314285714
953.000000000,241.825810000,66.364285714
954.000000000,241.601920000,66.414285714
955.000000000,241.378750000,66.464285714
956.000000000,241.156480000,66.514285714
957.000000000,240.935290000,66.564285714
958.000000000,240.715360000,66.614285714
959.000000000,240.496870000,66.664285714
960.000000000,240.280000000,66.714285714
961.000000000,240.064930000,66.764285714
962.000000000,239.851840000,66.814285714
963.000000000,239.640910000,66.864285714
964.000000000,239.432320000,66.914285714
965.000000000,239.226250000,66.964285714
966.000000000,239.022880000,67.014285714
967.000000000,238.822390000,67.064285714
968.000000000,238.624960000,67.114285714
969.000000000,238.430770000,67.164285714
970.000000000,238.240000000,67.214285714
971.000000000,238.052830000,67.264285714
972.000000000,237.869440000,67.314285714
973.000000000,237.690010000,67.364285714
974.000000000,237.514720000,67.414285714
975.000000000,237.343750000,67.464285714
976.000000000,237.177280000,67.514285714
977.000000000,237.015490000,67.564285714
978.000000000,236.858560000,67.614285714
979.000000000,236.706670000,67.664285714
980.000000000,236.560000000,67.714285714
981.000000000,236.418730000,67.764285714
982.000000000,236.283040000,67.814285714
983.000000000,236.153110000,67.864285714
984.000000000,236.029120000,67.914285714
985.000000000,235.911250000,67.964285714
986.000000000,235.799680000,68.014285714
987.000000000,235.694590000,68.064285714
988.000000000,235.596160000,68.114285714
989.000000000,235.504570000,68.164285714
990.000000000,235.420000000,68.214285714
991.000000000,235.342630000,68.264285714
992.000000000,235.272640000,68.314285714
993.000000000,235.210210000,68.364285714
994.000000000,235.155520000,68.414285714
995.000000000,235.108750000,68.464285714
996.000000000,235.070080000,68.514285714
997.000000000,235.039690000,68.564285714
998.000000000,235.017760000,68.614285714
999.000000000,235.004470000,68.664285714
1000.000000000,235.000000000,68.714285714
1000.000000000,235.000000000,68.714285714
1001.000000000,234.998510000,68.764285714
1002.000000000,234.994080000,68.814285714
1003.000000000,234.986770000,68.864285714
1004.000000000,234.976640000,68.914285714
1005.000000000,234.963750000,68.964285714
1006.000000000,234.948160000,69.014285714
1007.000000000,234.929930000,69.064285714
1008.000000000,234.909120000,69.114285714
1009.000000000,234.885790000,69.164285714
1010.000000000,234.860000000,69.214285714
1011.000000000,234.831810000,69.264285714
1012.000000000,234.801280000,69.314285714
1013.000000000,234.768470000,69.364285714
1014.000000000,234.733440000,69.414285714
1015.000000000,234.696250000,69.464285714
1016.000000000,234.656960000,69.514285714
1017.000000000,234.615630000,69.564285714
1018.000000000,234.572320000,69.614285714
1019.000000000,234.527090000,69.664285714
1020.000000000,234.480000000,69.714285714
1021.000000000,234.431110000,69.764285714
1022.000000000,234.380480000,69.814285714
1023.000000000,234.328170000,69.864285714
1024.000000000,234.274240000,69.914285714
1025.000000000,234.218750000,69.964285714
1026.000000000,234.161760000,70.014285714
1027.000000000,234.103330000,70.064285714
1028.000000000,234.043520000,70.114285714
1029.000000000,233.982390000,70.164285714
1030.000000000,233.920000000,70.214285714
1031.000000000,233.856410000,70.264285714
1032.000000000,233.791680000,70.314285714
1033.000000000,233.725870000,70.364285714
1034.000000000,233.659040000,70.414285714
1035.000000000,233.591250000,70.464285714
1036.000000000,233.522560000,70.514285714
1037.000000000,233.453030000,70.564285714
1038.000000000,233.382720000,70.614285714
1039.000000000,233.311690000,70.664285714
1040.000000000,233.240000000,70.714285714
1041.000000000,233.167710000,70.764285714
1042.000000000,233.094880000,70.814285714
1043.000000000,233.021570000,70.864285714
1044.000000000,232.947840000,70.914285714
1045.000000000,232.873750000,70.964285714
1046.000000000,232.799360000,71.014285714
1047.000000000,232.724730000,71.064285714
1048.000000000,232.649920000,71.114285714
1049.000000000,232.574990000,71.164285714
1050.000000000,232.500000000,71.214285714
1051.000000000,232.425010000,71.264285714
1052.000000000,232.350080000,71.314285714
1053.000000000,232.275270000,71.364285714
1054.000000000,232.200640000,71.414285714
1055.000000000,232.126250000,71.464285714
1056.000000000,232.052160000,71.514285714
1057.000000000,231.978430000,71.564285714
1058.000000000,231.905120000,71.614285714
1059.000000000,231.832290000,71.664285714
1060.000000000,231.760000000,71.714285714
1061.000000000,231.688310000,71.764285714
1062.000000000,231.617280000,71.814285714
1063.000000000,231.546970000,71.864285714
1064.000000000,231.477440000,71.914285714
1065.000000000,231.408750000,71.964285714
1066.000000000,231.340960000,72.014285714
1067.000000000,231.274130000,72.064285714
1068.000000000,231.208320000,72.114285714
1069.000000000,231.143590000,72.164285714
1070.000000000,231.080000000,72.214285714
1071.000000000,231.017610000,72.264285714
1072.000000000,230.956480000,72.314285714
1073.000000000,230.896670000,72.364285714
1074.000000000,230.838240000,72.414285714
1075.000000000,230.781250000,72.464285714
1076.000000000,230.725760000,72.514285714
1077.000000000,230.671830000,72.564285714
1078.000000000,230.619520000,72.614285714
1079.000000000,230.568890000,72.664285714
1080.000000000,230.520000000,72.714285714
1081.000000000,230.472910000,72.764285714
1082.000000000,230.427680000,72.814285714
1083.000000000,230.384370000,72.864285714
1084.000000000,230.343040000,72.914285714
1085.000000000,230.303750000,72.964285714
1086.000000000,230.266560000,73.014285714
1087.000000000,230.231530000,73.064285714
1088.000000000,230.198720000,73.114285714
1089.000000000,230.168190000,73.164285714
1090.000000000,230.140000000,73.214285714
1091.000000000,230.114210000,73.264285714
1092.000000000,230.090880000,73.314285714
1093.000000000,230.070070000,73.364285714
1094.000000000,230.051840000,73.414285714
1095.000000000,230.036250000,73.464285714
1096.000000000,230.023360000,73.514285714
1097.000000000,230.013230000,73.564285714
1098.000000000,230.005920000,73.614285714
1099.000000000,230.001490000,73.664285714
1100.000000000,230.000000000,73.714285714
1100.000000000,230.000000000,73.714285714
1101.141428571,229.994040000,73.771428571
1102.280000000,229.976320000,73.828571429
1103.415714286,229.947080000,73.885714286
1104.548571429,229.906560000,73.942857143
1105.678571429,229.855000000,74.000000000
1106.805714286,229.792640000,74.057142857
1107.930000000,229.719720000,74.114285714
1109.051428571,229.636480000,74.171428571
1110.170000000,229.543160000,74.228571429
1111.285714286,229.440000000,74.285714286
1112.398571429,229.327240000,74.342857143
1113.508571429,229.205120000,74.400000000
1114.615714286,229.073880000,74.457142857
1115.720000000,228.933760000,74.514285714
1116.821428571,228.785000000,74.571428571
1117.920000000,228.627840000,74.628571429
1119.015714286,228.462520000,74.685714286
1120.108571429,228.289280000,74.742857143
1121.198571429,228.108360000,74.800000000
1122.285714286,227.920000000,74.857142857
1123.370000000,227.724440000,74.914285714
1124.451428571,227.521920000,74.971428571
1125.530000000,227.312680000,75.028571429
1126.605714286,227.096960000,75.085714286
1127.678571429,226.875000000,75.142857143
1128.748571429,226.647040000,75.200000000
1129.815714286,226.413320000,75.257142857
1130.880000000,226.174080000,75.314285714
1131.941428571,225.929560000,75.371428571
1133.000000000,225.680000000,75.428571429
1134.055714286,225.425640000,75.485714286
1135.108571429,225.166720000,75.542857143
1136.158571429,224.903480000,75.600000000
1137.205714286,224.636160000,75.657142857
1138.250000000,224.365000000,75.714285714
1139.291428571,224.090240000,75.771428571
1140.330000000,223.812120000,75.828571429
1141.365714286,223.530880000,75.885714286
1142.398571429,223.246760000,75.942857143
1143.428571429,222.960000000,76.000000000
1144.455714286,222.670840000,76.057142857
1145.480000000,222.379520000,76.114285714
1146.501428571,222.086280000,76.171428571
1147.520000000,221.791360000,76.228571429
1148.535714286,221.495000000,76.285714286
1149.548571429,221.197440000,76.342857143
1150.558571429,220.898920000,76.400000000
1151.565714286,220.599680000,76.457142857
1152.570000000,220.299960000,76.514285714
1153.571428571,220.000000000,76.571428571
1154.570000000,219.700040000,76.628571429
1155.565714286,219.400320000,76.685714286
1156.558571429,219.101080000,76.742857143
1157.548571429,218.802560000,76.800000000
1158.535714286,218.505000000,76.857142857
1159.520000000,218.208640000,76.914285714
1160.501428571,217.913720000,76.971428571
1161.480000000,217.620480000,77.028571429
1162.455714286,217.329160000,77.085714286
1163.428571429,217.040000000,77.142857143
1164.398571429,216.753240000,77.200000000
1165.365714286,216.469120000,77.257142857
1166.330000000,216.187880000,77.314285714
1167.291428571,215.909760000,77.371428571
1168.250000000,215.635000000,77.428571429
1169.205714286,215.363840000,77.485714286
1170.158571429,215.096520000,77.542857143
1171.108571429,214.833280000,77.600000000
1172.055714286,214.574360000,77.657142857
1173.000000000,214.320000000,77.714285714
1173.941428571,214.070440000,77.771428571
1174.880000000,213.825920000,77.828571429
1175.815714286,213.586680000,77.885714286
1176.748571429,213.352960000,77.942857143
1177.678571429,213.125000000,78.000000000
1178.605714286,212.903040000,78.057142857
1179.530000000,212.687320000,78.114285714
1180.451428571,212.478080000,78.171428571
1181.370000000,212.275560000,78.228571429
1182.285714286,212.080000000,78.285714286
1183.198571429,211.891640000,78.342857143
1184.108571429,211.710720000,78.400000000
1185.015714286,211.537480000,78.457142857
1185.920000000,211.372160000,78.514285714
1186.821428571,211.215000000,78.571428571
1187.720000000,211.066240000,78.628571429
1188.615714286,210.926120000,78.685714286
1189.508571429,210.794880000,78.742857143
1190.398571429,210.672760000,78.800000000
1191.285714286,210.560000000,78.857142857
1192.170000000,210.456840000,78.914285714
1193.051428571,210.363520000,78.971428571
1193.930000000,210.280280000,79.028571429
1194.805714286,210.207360000,79.085714286
1195.678571429,210.145000000,79.142857143
1196.548571429,210.093440000,79.200000000
1197.415714286,210.052920000,79.257142857
1198.280000000,210.023680000,79.314285714
1199.141428571,210.005960000,79.371428571
1200.000000000,210.000000000,79.428571429
1200.000000000,210.000000000,79.428571429
1201.198000000,209.989570000,79.508571429
1202.392000000,209.958560000,79.588571429
1203.582000000,209.907390000,79.668571429
1204.768000000,209.836480000,79.748571429
1205.950000000,209.746250000,79.828571429
1207.128000000,209.637120000,79.908571429
1208.302000000,209.509510000,79.988571429
1209.472000000,209.363840000,80.068571429
1210.638000000,209.200530000,80.148571429
1211.800000000,209.020000000,80.228571429
1212.958000000,208.822670000,80.308571429
1214.112000000,208.608960000,80.388571429
1215.262000000,208.379290000,80.468571429
1216.408000000,208.134080000,80.548571429
1217.550000000,207.873750000,80.628571429
1218.688000000,207.598720000,80.708571429
1219.822000000,207.309410000,80.788571429
1220.952000000,207.006240000,80.868571429
1222.078000000,206.689630000,80.948571429
1223.200000000,206.360000000,81.028571429
1224.318000000,206.017770000,81.108571429
1225.432000000,205.663360000,81.188571429
1226.542000000,205.297190000,81.268571429
1227.648000000,204.919680000,81.348571429
1228.750000000,204.531250000,81.428571429
1229.848000000,204.132320000,81.508571429
1230.942000000,203.723310000,81.588571429
1232.032000000,203.304640000,81.668571429
1233.118000000,202.876730000,81.748571429
1234.200000000,202.440000000,81.828571429
1235.278000000,201.994870000,81.908571429
1236.352000000,201.541760000,81.988571429
1237.422000000,201.081090000,82.068571429
1238.488000000,200.613280000,82.148571429
1239.550000000,200.138750000,82.228571429
1240.608000000,199.657920000,82.308571429
1241.662000000,199.171210000,82.388571429
1242.712000000,198.679040000,82.468571429
1243.758000000,198.181830000,82.548571429
1244.800000000,197.680000000,82.628571429
1245.838000000,197.173970000,82.708571429
1246.872000000,196.664160000,82.788571429
1247.902000000,196.150990000,82.868571429
1248.928000000,195.634880000,82.948571429
1249.950000000,195.116250000,83.028571429
1250.968000000,194.595520000,83.108571429
1251.982000000,194.073110000,83.188571429
1252.992000000,193.549440000,83.268571429
1253.998000000,193.024930000,83.348571429
1255.000000000,192.500000000,83.428571429
1255.998000000,191.975070000,83.508571429
1256.992000000,191.450560000,83.588571429
1257.982000000,190.926890000,83.668571429
1258.968000000,190.404480000,83.748571429
1259.950000000,189.883750000,83.828571429
1260.928000000,189.365120000,83.908571429
1261.902000000,188.849010000,83.988571429
1262.872000000,188.335840000,84.068571429
1263.838000000,187.826030000,84.148571429
1264.800000000,187.320000000,84.228571429
1265.758000000,186.818170000,84.308571429
1266.712000000,186.320960000,84.388571429
1267.662000000,185.828790000,84.468571429
1268.608000000,185.342080000,84.548571429
1269.550000000,184.861250000,84.628571429
1270.488000000,184.386720000,84.708571429
1271.422000000,183.918910000,84.788571429
1272.352000000,183.458240000,84.868571429
1273.278000000,183.005130000,84.948571429
1274.200000000,182.560000000,85.028571429
1275.118000000,182.123270000,85.108571429
1276.032000000,181.695360000,85.188571429
1276.942000000,181.276690000,85.268571429
1277.848000000,180.867680000,85.348571429
1278.750000000,180.468750000,85.428571429
1279.648000000,180.080320000,85.508571429
1280.542000000,179.702810000,85.588571429
1281.432000000,179.336640000,85.668571429
1282.318000000,178.982230000,85.748571429
1283.200000000,178.640000000,85.828571429
1284.078000000,178.310370000,85.908571429
1284.952000000,177.993760000,85.988571429
1285.822000000,177.690590000,86.068571429
1286.688000000,177.401280000,86.148571429
1287.550000000,177.126250000,86.228571429
1288.408000000,176.865920000,86.308571429
1289.262000000,176.620710000,86.388571429
1290.112000000,176.391040000,86.468571429
1290.958000000,176.177330000,86.548571429
1291.800000000,175.980000000,86.628571429
1292.638000000,175.799470000,86.708571429
1293.472000000,175.636160000,86.788571429
1294.302000000,175.490490000,86.868571429
1295.128000000,175.362880000,86.948571429
1295.950000000,175.253750000,87.028571429
1296.768000000,175.163520000,87.108571429
1297.582000000,175.092610000,87.188571429
1298.392000000,175.041440000,87.268571429
1299.198000000,175.010430000,87.348571429
1300.000000000,175.000000000,87.428571429
1300.000000000,175.000000000,87.428571429
1301.990000000,174.947850000,87.628571429
1303.960000000,174.792800000,87.828571429
1305.910000000,174.536950000,88.028571429
1307.840000000,174.182400000,88.228571429
1309.750000000,173.731250000,88.428571429
1311.640000000,173.185600000,88.628571429
1313.510000000,172.547550000,88.828571429
1315.360000000,171.819200000,89.028571429
1317.190000000,171.002650000,89.228571429
1319.000000000,170.100000000,89.428571429
1320.790000000,169.113350000,89.628571429
1322.560000000,168.044800000,89.828571429
1324.310000000,166.896450000,90.028571429
1326.040000000,165.670400000,90.228571429
1327.750000000,164.368750000,90.428571429
1329.440000000,162.993600000,90.628571429
1331.110000000,161.547050000,90.828571429
1332.760000000,160.031200000,91.028571429
1334.390000000,158.448150000,91.228571429
1336.000000000,156.800000000,91.428571429
1337.590000000,155.088850000,91.628571429
1339.160000000,153.316800000,91.828571429
1340.710000000,151.485950000,92.028571429
1342.240000000,149.598400000,92.228571429
1343.750000000,147.656250000,92.428571429
1345.240000000,145.661600000,92.628571429
1346.710000000,143.616550000,92.828571429
1348.160000000,141.523200000,93.028571429
1349.590000000,139.383650000,93.228571429
1351.000000000,137.200000000,93.428571429
1352.390000000,134.974350000,93.628571429
1353.760000000,132.708800000,93.828571429
1355.110000000,130.405450000,94.028571429
1356.440000000,128.066400000,94.228571429
1357.750000000,125.693750000,94.428571429
1359.040000000,123.289600000,94.628571429
1360.310000000,120.856050000,94.828571429
1361.560000000,118.395200000,95.028571429
1362.790000000,115.909150000,95.228571429
1364.000000000,113.400000000,95.428571429
1365.190000000,110.869850000,95.628571429
1366.360000000,108.320800000,95.828571429
1367.510000000,105.754950000,96.028571429
1368.640000000,103.174400000,96.228571429
1369.750000000,100.581250000,96.428571429
1370.840000000,97.977600000,96.628571429
1371.910000000,95.365550000,96.828571429
1372.960000000,92.747200000,97.028571429
1373.990000000,90.124650000,97.228571429
1375.000000000,87.500000000,97.428571429
1375.990000000,84.875350000,97.628571429
1376.960000000,82.252800000,97.828571429
1377.910000000,79.634450000,98.028571429
1378.840000000,77.022400000,98.228571429
1379.750000000,74.418750000,98.428571429
1380.640000000,71.825600000,98.628571429
1381.510000000,69.245050000,98.828571429
1382.360000000,66.679200000,99.028571429
1383.190000000,64.130150000,99.228571429
1384.000000000,61.600000000,99.428571429
1384.790000000,59.090850000,99.628571429
1385.560000000,56.604800000,99.828571429
1386.310000000,54.143950000,100.028571429
1387.040000000,51.710400000,100.228571429
1387.750000000,49.306250000,100.428571429
1388.440000000,46.933600000,100.628571429
1389.110000000,44.594550000,100.828571429
1389.760000000,42.291200000,101.028571429
1390.390000000,40.025650000,101.228571429
1391.000000000,37.800000000,101.428571429
1391.590000000,35.616350000,101.628571429
1392.160000000,33.476800000,101.828571429
1392.710000000,31.383450000,102.028571429
1393.240000000,29.338400000,102.228571429
1393.750000000,27.343750000,102.428571429
1394.240000000,25.401600000,102.628571429
1394.710000000,23.514050000,102.828571429
1395.160000000,21.683200000,103.028571429
1395.590000000,19.911150000,103.228571429
1396.000000000,18.200000000,103.428571429
1396.390000000,16.551850000,103.628571429
1396.760000000,14.968800000,103.828571429
1397.110000000,13.452950000,104.028571429
1397.440000000,12.006400000,104.228571429
1397.750000000,10.631250000,104.428571429
1398.040000000,9.329600000,104.628571429
1398.310000000,8.103550000,104.828571429
1398.560000000,6.955200000,105.028571429
1398.790000000,5.886650000,105.228571429
1399.000000000,4.900000000,105.428571429
1399.190000000,3.997350000,105.628571429
1399.360000000,3.180800000,105.828571429
1399.510000000,2.452450000,106.028571429
1399.640000000,1.814400000,106.228571429
1399.750000000,1.268750000,106.428571429
1399.840000000,0.817600000,106.628571429
1399.910000000,0.463050000,106.828571429
1399.960000000,0.207200000,107.028571429
1399.990000000,0.052150000,107.228571429
1400.000000000,0.000000000,107.428571429
