scenario,step,time_before,dt,ratio,alpha,retries,max_cfl,min_density,min_pressure,max_component_velocity,min_energy_density_ratio,boundary_x_mass,boundary_x_momentum_x,boundary_x_momentum_y,boundary_x_energy,boundary_y_mass,boundary_y_momentum_x,boundary_y_momentum_y,boundary_y_energy
four-quadrants,125,0.15225827679936446,0.0011942180897126437,0.2292898732248276,1.7445166433834804,0,0.4,0.25,0.25,0.43908968990546887,2.156897157846424,0,100.717180412586,0,0,0,0,43.001606129251975,0
four-quadrants,126,0.1534524948890771,0.0011941368604890896,0.22927427721390523,1.7446353112992845,0,0.4,0.25,0.25,0.439187788181474,2.156756044424864,0,100.71650175027084,0,0,0,0,42.99999122019387,0
four-quadrants,127,0.1546466317495662,0.001193943166838102,0.2292370880329156,1.7449183438526537,0,0.4,0.25,0.25,0.4392414917993449,2.156620171388997,0,100.71582301684347,0,0,0,0,42.99837629355333,0
four-quadrants,128,0.1558405749164043,0.00119387709402335,0.2292244020524832,1.7450149129777903,0,0.4,0.25,0.25,0.4393532742757152,2.156489275332165,0,100.71514427861352,0,0,0,0,42.99676117761505,0
four-quadrants,129,0.15703445201042765,0.001193829490330857,0.22921526214352456,1.7450844950696935,0,0.39999999999999997,0.25,0.25,0.43946748830542126,2.156363120313547,0,100.71446546329129,0,0,0,0,42.99514585035156,0
four-quadrants,130,0.15822828150075852,0.0011936403512938921,0.2291789474484273,1.7453610135373059,0,0.4,0.25,0.25,0.4394987512614465,2.1562414999420247,0,100.71378656154805,0,0,0,0,42.99353050934522,0
four-quadrants,131,0.1594219218520524,0.0011935454786266954,0.22916073189632552,1.7454997489751594,0,0.39999999999999997,0.25,0.25,0.43965242369492935,2.1561241944986826,0,100.7131076564144,0,0,0,0,42.991915028431904,0
four-quadrants,132,0.16061546733067908,0.0011935361740922498,0.22915894542571197,1.7455133564911205,0,0.4,0.25,0.25,0.43972302101144006,2.1560109978724546,0,100.71242869476076,0,0,0,0,42.990299293263085,0
four-quadrants,133,0.16180900350477134,0.0011933558997104013,0.22912433274439706,1.7457770425728887,0,0.39999999999999997,0.25,0.25,0.4397829538333728,2.1559017394453455,0,100.71174962843419,0,0,0,0,42.98868354170623,0
four-quadrants,134,0.16300235940448174,0.001193230975011685,0.22910034720224354,1.7459598157958744,0,0.4,0.25,0.25,0.43992785653433786,2.155796236261387,0,100.71107055741122,0,0,0,0,42.98706770083102,0
four-quadrants,135,0.1641955903794934,0.0011932187855024012,0.22909800681646103,1.7459776519158237,0,0.39999999999999997,0.25,0.25,0.4399891292969167,2.155694310614144,0,100.71039145095295,0,0,0,0,42.985451618780914,0
four-quadrants,136,0.16538880916499582,0.001193089969549555,0.22907327415351458,1.7461661622382803,0,0.4,0.25,0.25,0.44005466254406994,2.1555919568653237,0,100.70971224513382,0,0,0,0,42.98383545867166,0
four-quadrants,137,0.16658189913454538,0.0011929338392638025,0.2290432971386501,1.7463946991553403,0,0.4000000000000001,0.25,0.25,0.44018025568326596,2.155482824385591,0,100.70903300849513,0,0,0,0,42.98221926093646,0
four-quadrants,138,0.16777483297380918,0.001192894258390685,0.22903569761101153,1.7464526454707943,0,0.39999999999999997,0.25,0.25,0.4402810006923073,2.1553722268606617,0,100.70835375797837,0,0,0,0,42.980602868292266,0
four-quadrants,139,0.16896772723219988,0.0011928235073327656,0.229022113407891,1.7465562344523275,0,0.4,0.25,0.25,0.44030330231520043,2.155260699055572,0,100.70767442737629,0,0,0,0,42.97898632632683,0
four-quadrants,140,0.17016055073953265,0.0011926543021618394,0.22898962601507317,1.7468040232253583,0,0.39999999999999997,0.25,0.25,0.44041032851876627,2.155153020850993,0,100.7069950358053,0,0,0,0,42.977369773073974,0
four-quadrants,141,0.1713532050416945,0.0011925861256547668,0.22897653612571522,1.746903882677252,0,0.39999999999999997,0.25,0.25,0.4405501749641397,2.1550490171278027,0,100.70631564125718,0,0,0,0,42.97575307239902,0
four-quadrants,142,0.17254579116734925,0.0011925201348103112,0.22896386588357975,1.7470005516214782,0,0.39999999999999997,0.25,0.25,0.44056989494540105,2.1549485308188667,0,100.7056361864202,0,0,0,0,42.97413622392409,0
four-quadrants,143,0.17373831130215955,0.0011923925633105124,0.22893937215561838,1.747187459429676,0,0.39999999999999997,0.25,0.25,0.4406633988275274,2.154851418019277,0,100.70495667108074,0,0,0,0,42.972519314887556,0
four-quadrants,144,0.17493070386547008,0.0011922946812582048,0.22892057880157532,1.7473308956933644,0,0.4,0.25,0.25,0.44079727465415713,2.154757534360076,0,100.70427713187141,0,0,0,0,42.97090230704007,0
four-quadrants,145,0.17612299854672828,0.0011922330896832279,0.22890875321917975,1.747421163999791,0,0.39999999999999997,0.25,0.25,0.4408543419351997,2.1546667423359374,0,100.7035975526494,0,0,0,0,42.96928515299313,0
four-quadrants,146,0.1773152316364115,0.0011921408706473435,0.22889104716428996,1.7475563371986937,0,0.4,0.25,0.25,0.4409316814021827,2.154578916414506,0,100.7029179134319,0,0,0,0,42.967667897312595,0
four-quadrants,147,0.17850737250705884,0.0011920201768896583,0.2288678739628144,1.7477332797917742,0,0.4,0.25,0.25,0.44102295108835826,2.1544939368569214,0,100.7022382329081,0,0,0,0,42.96605058158295,0
four-quadrants,148,0.1796993926839485,0.0011919626786664498,0.22885683430395837,1.7478175874299486,0,0.4,0.25,0.25,0.4411170636359208,2.1544116831861313,0,100.70155852851201,0,0,0,0,42.96443312128769,0
four-quadrants,149,0.18089135536261494,0.0011918424496376266,0.22883375033042433,1.7479939013472456,0,0.39999999999999997,0.25,0.25,0.4411788204998357,2.154332049559389,0,100.70087876464785,0,0,0,0,42.96281560503915,0
four-quadrants,150,0.18208319781225257,0.0011917628264669718,0.2288184626816586,1.748110687014343,0,0.4,0.25,0.25,0.4412734044742437,2.1542549280966803,0,100.70019897852944,0,0,0,0,42.96119797930261,0
four-quadrants,151,0.18327496063871954,0.0011917091597747546,0.2288081586767529,1.748189410348331,0,0.4,0.25,0.25,0.44135862851078617,2.154175283787497,0,100.69951914759059,0,0,0,0,42.95958021063343,0
four-quadrants,152,0.1844666697984943,0.0011915599013147399,0.22877950105243006,1.7484083939335582,0,0.4,0.25,0.25,0.44140536089716836,2.154096120124665,0,100.69883925771695,0,0,0,0,42.9579624327632,0
four-quadrants,153,0.18565822969980905,0.001191522793110284,0.22877237627717453,1.7484628455114293,0,0.39999999999999997,0.25,0.25,0.4415364372730857,2.1540194432917668,0,100.69815936509787,0,0,0,0,42.95634449360813,0
four-quadrants,154,0.18684975249291932,0.0011914436862882005,0.2287571877673345,1.7485789360500181,0,0.39999999999999997,0.25,0.25,0.4415796249483258,2.1539451550465123,0,100.6974794057249,0,0,0,0,42.954726453095994,0
four-quadrants,155,0.18804119617920753,0.0011912935124095405,0.22872835438263178,1.7487993610571508,0,0.4,0.25,0.25,0.4416358909402896,2.153873163482539,0,100.6967994047534,0,0,0,0,42.953108411149564,0
four-quadrants,156,0.18923248969161707,0.001191231725844973,0.22871649136223482,1.7488900674262755,0,0.4,0.25,0.25,0.4417791453375856,2.1538033713613083,0,100.69611940415444,0,0,0,0,42.95149024824963,0
four-quadrants,157,0.19042372141746206,0.0011911908818941278,0.22870864932367255,1.7489500339530792,0,0.4,0.25,0.25,0.44182640303120974,2.153735690344101,0,100.6954393536161,0,0,0,0,42.949871937619974,0
four-quadrants,158,0.19161491229935618,0.0011910435204447228,0.2286803559253868,1.7491664221937406,0,0.4,0.25,0.25,0.4418718031260204,2.1536700434526757,0,100.69475924183251,0,0,0,0,42.948253627886935,0
four-quadrants,159,0.1928059558198009,0.0011909539759885886,0.22866316338980902,1.749297937062595,0,0.4,0.25,0.25,0.4420020254654225,2.1536063480096415,0,100.69407913125944,0,0,0,0,42.94663524148822,0
four-quadrants,160,0.19399690979578949,0.0011909548137146277,0.22866332423320854,1.749296706594054,0,0.4,0.25,0.25,0.4420839605157546,2.15354295627909,7.616013266369703e-17,100.69339898923029,-1.5122278639452973e-17,2.8540015476011503e-16,0,0,42.9450166559642,0
four-quadrants,161,0.1951878646095041,0.0011908101005332346,0.22863553930238104,1.7495092898527098,0,0.39999999999999997,0.25,0.25,0.44208796249996357,2.153474593786045,5.077345213304576e-16,100.69271876420268,-9.841688423578504e-17,1.8938592300408667e-15,2.4117392307848385e-16,-1.0850836769925723e-16,42.94339807360522,9.909100032367099e-16
four-quadrants,162,0.19637867471003734,0.001190691919302226,0.2286128485060274,1.7496829360815824,0,0.4,0.25,0.25,0.44220559502484685,2.1534083028734416,1.3707784172661748e-15,100.69203854120272,-2.6121935329471204e-16,5.097528153507457e-15,6.092367610510692e-16,-2.8068185389480342e-16,42.941779459816225,2.5104918060461916e-15
four-quadrants,163,0.19756936662933958,0.0011906781805057917,0.228610210657112,1.749703125027745,0,0.39999999999999997,0.25,0.25000000000000006,0.44232197928755906,2.1533440011825804,3.617007963274504e-15,100.69135830563361,-5.063778238081403e-16,1.3211949717031902e-14,1.154930944544618e-15,-5.493661265260897e-16,42.940160672674956,4.769605534569324e-15
four-quadrants,164,0.19876004480984538,0.0011905933880876213,0.22859393051282328,1.7498277364698511,0,0.4,0.25,0.2500000000000001,0.4423302532423212,2.153281619592303,7.830226067570996e-15,100.69067799776865,-9.082631147085559e-16,2.83187676840567e-14,1.7386900794772647e-15,-8.660312885444356e-16,42.93854181184768,7.234847600967646e-15
four-quadrants,165,0.19995063819793302,0.00004936180206699392,0.009477465996862833,1.7500447223487794,0,0.016585989349049812,0.25,0.2500000000000001,0.4422621914218594,2.1532791351484315,1.270299877051307e-14,100.68999765947903,-1.4634501962906229e-15,4.5753067371186954e-14,3.1599154511687017e-15,-1.5316128887397203e-15,42.938475500841065,1.3095593528928587e-14
circular-blast,1,0,0.0012450298013899934,0.23904572186687872,1.6733200530681511,0,0.4,1,1,0.11952286093343936,2.5,0,0,0,0,0,0,0,0
circular-blast,2,0.0012450298013899934,0.001221385431709804,0.23450600288828236,1.7057132656453076,0,0.4,0.9774992742319949,1,0.1921542056105832,2.5,0,0,0,0,0,0,0,0
circular-blast,3,0.0024664152330997973,0.001197658600594405,0.22995045131412578,1.7395051747629604,0,0.39999999999999997,0.9562570160479509,1,0.2376623838736783,2.5,0,0,0,0,0,0,0,0
circular-blast,4,0.0036640738336942025,0.0011814141674721034,0.22683152015464386,1.763423353717761,0,0.39999999999999997,0.9406555583502062,1,0.26790053908918204,2.5,0,0,0,0,0,0,0,0
circular-blast,5,0.004845488001166306,0.0011705964755301806,0.22475452330179468,1.7797194651468264,0,0.39999999999999997,0.9257907426585001,1,0.28874799858188294,2.5,0,0,0,0,0,0,0,0
circular-blast,6,0.006016084476696487,0.0011630515781669746,0.22330590300805914,1.7912647834731175,0,0.4,0.9147435999617711,1,0.30334169532600963,2.5,0,0,0,0,0,0,0,0
circular-blast,7,0.007179136054863461,0.0011525165295543961,0.22128317367444406,1.8076385716904415,0,0.3994847829663672,0.9064591838583502,1,0.313549849650998,2.5,0,0,0,0,0,0,0,0
circular-blast,8,0.008331652584417856,0.0011444202890456292,0.2197286954967608,1.8204267726419772,0,0.3996795030644177,0.8990821626523833,1,0.32070807115504685,2.5,0,0,0,0,0,0,0,0
circular-blast,9,0.009476072873463486,0.0011377486503176615,0.21844774086099103,1.831101564261722,0,0.39966711346792805,0.8918292788328228,1,0.3257469444684435,2.5,0,0,0,0,0,0,0,0
circular-blast,10,0.010613821523781148,0.0011326253919116086,0.21746407524702885,1.8393842732213082,0,0.3996654092478288,0.8829381179966095,1,0.32933486172492105,2.5,0,0,0,0,0,0,0,0
circular-blast,11,0.011746446915692757,0.001128610450623396,0.21669320651969204,1.8459277354578716,0,0.39974901738835117,0.8755887643524544,1,0.3319446814862219,2.5,0,0,0,0,0,0,0,0
circular-blast,12,0.012875057366316153,0.001125165789690137,0.21603183162050632,1.8515789872238018,0,0.3997483501523703,0.8694391965625444,1,0.33390384274259105,2.5,0,0,0,0,0,0,0,0
circular-blast,13,0.01400022315600629,0.0011212040892267367,0.21527118513153345,1.858121419063099,0,0.39969883118133964,0.863764308887886,1,0.3354322399876071,2.5,0,0,0,0,0,0,0,0
circular-blast,14,0.015121427245233026,0.001116671390380726,0.2144009069530994,1.865663749675745,0,0.39974025117424034,0.8585458400321215,1,0.3366747221667432,2.5,0,0,0,0,0,0,0,0
circular-blast,15,0.016238098635613752,0.001112820910498705,0.21366161481575136,1.872119146646605,0,0.3997357252603889,0.85294370039737,1,0.3378061777877907,2.5,0,0,0,0,0,0,0,0
circular-blast,16,0.017350919546112457,0.0011096286818980635,0.2130487069244282,1.8775049413554359,0,0.3997613403314977,0.8480532204962594,1,0.33876552654373093,2.5,0,0,0,0,0,0,0,0
circular-blast,17,0.01846054822801052,0.0011066579964311974,0.2124783353147899,1.8825448693740654,0,0.3997516457478036,0.8437323252970316,1,0.33977725364238587,2.5,0,0,0,0,0,0,0,0
circular-blast,18,0.01956720622444172,0.001104078661639487,0.21198310303478152,1.8869428472059364,0,0.39975665984911307,0.8391898567182401,1,0.34133299428403935,2.5,0,0,0,0,0,0,0,0
circular-blast,19,0.020671284886081207,0.0011018049017555514,0.21154654113706586,1.8908368714042496,0,0.39974826250838436,0.8347974339368289,1,0.3428447408028688,2.5,0,0,0,0,0,0,0,0
circular-blast,20,0.021773089787836757,0.0010998823997087556,0.21117742074408108,1.8941418954289944,0,0.3997414257607266,0.8300261570610606,1,0.3441565144940872,2.5,0,0,0,0,0,0,0,0
circular-blast,21,0.022872972187545512,0.0010971576338721309,0.21065426570344914,1.8988459534121396,0,0.3997644606232604,0.8255626148911784,1,0.3452829945329809,2.5,0,0,0,0,0,0,0,0
circular-blast,22,0.023970129821417642,0.001094462129747331,0.21013672891148755,1.9035225401670997,0,0.3997557271157654,0.8215041825644596,1,0.3462383239908285,2.5,0,0,0,0,0,0,0,0
circular-blast,23,0.025064591951164974,0.0010921590239859646,0.2096945326053052,1.9075366201983663,0,0.39974797949046953,0.8177843668790095,1,0.3479344618079925,2.5,0,0,0,0,0,0,0,0
circular-blast,24,0.02615675097515094,0.0010902000921685108,0.2093184176963541,1.910964187490928,0,0.3997410095943741,0.8143265609878283,1,0.34937773009310286,2.5,0,0,0,0,0,0,0,0
circular-blast,25,0.02724695106731945,0.00108854391453057,0.20900043158986945,1.913871645896585,0,0.39973465413454323,0.8111131967308721,1,0.3505858248482184,2.5,0,0,0,0,0,0,0,0
circular-blast,26,0.02833549498185002,0.0010871550254286369,0.20873376488229828,1.9163167024058314,0,0.39972879606338685,0.807884238070024,1,0.35158366926329676,2.5,0,0,0,0,0,0,0,0
circular-blast,27,0.02942265000727866,0.0010860030246104325,0.20851258072520304,1.9183494761266064,0,0.39972335778268486,0.8043099718149407,1,0.352393092680584,2.5,0,0,0,0,0,0,0,0
circular-blast,28,0.030508653031889092,0.0010842643501760877,0.20817875523380885,1.9214256495613766,0,0.39973261687150186,0.800769332131637,1,0.3538389480619082,2.5,0,0,0,0,0,0,0,0
circular-blast,29,0.03159291738206518,0.0010825966384002703,0.2078585545728519,1.9243855554658198,0,0.39972575789828574,0.7973303518209012,1,0.3551213265070207,2.5,0,0,0,0,0,0,0,0
circular-blast,30,0.03267551402046545,0.00108118397423976,0.2075873230540339,1.9268999383737997,0,0.3997194072919336,0.7940499544390065,1,0.35618183591342967,2.5,0,0,0,0,0,0,0,0
circular-blast,31,0.03375669799470521,0.0010800009756278155,0.2073601873205406,1.9290106030897523,0,0.3997135600471739,0.7908910517027952,1,0.35704279068724865,2.5,0,0,0,0,0,0,0,0
circular-blast,32,0.03483669897033302,0.0010790251970639602,0.20717283783628035,1.930755036121591,0,0.3997082142534192,0.7878672067600851,1,0.3580348713711845,2.5,0,0,0,0,0,0,0,0
circular-blast,33,0.03591572416739698,0.0010782368642282432,0.2070214779318227,1.9321666717678923,0,0.3997033713885724,0.7848301541120662,1,0.3594131401812578,2.5,0,0,0,0,0,0,0,0
circular-blast,34,0.03699396103162522,0.0010773071232477861,0.20684296766357493,1.9338341763235107,0,0.3997048031424679,0.7817955440723854,1,0.3605594888313897,2.5,0,0,0,0,0,0,0,0
circular-blast,35,0.03807126815487301,0.0010761136086550186,0.20661381286176358,1.9359789863982755,0,0.3996992089753167,0.7787697276077229,1,0.36149421910868884,2.5,0,0,0,0,0,0,0,0
circular-blast,36,0.03914738176352803,0.0010751207395485463,0.20642318199332088,1.937766854175044,0,0.39969420646960224,0.7757384252373013,1,0.3623113417615448,2.5,0,0,0,0,0,0,0,0
circular-blast,37,0.040222502503076574,0.0010743121198134625,0.2062679270041848,1.939225384234771,0,0.3996897842949546,0.7727111499012578,1,0.36376700925421906,2.5,0,0,0,0,0,0,0,0
circular-blast,38,0.04129681462289004,0.0010736729896176382,0.20614521400658653,1.9403797557348077,0,0.39968592048583584,0.7696791848638328,1,0.3649790372776129,2.5,0,0,0,0,0,0,0,0
circular-blast,39,0.042370487612507675,0.001073190189151515,0.2060525163170909,1.9412526823232112,0,0.39968258676474133,0.7666560428983348,1,0.3659659233372267,2.5,0,0,0,0,0,0,0,0
circular-blast,40,0.04344367780165919,0.0010724555712298492,0.20591146967613105,1.9425824148074031,0,0.39967761995351025,0.7637588995733932,1,0.3667437646950238,2.5,0,0,0,0,0,0,0,0
circular-blast,41,0.04451613337288904,0.0010716622652521633,0.20575915492841534,1.9440204259157363,0,0.3996736449308009,0.7609784351836365,1,0.36821765935638084,2.5,0,0,0,0,0,0,0,0
circular-blast,42,0.0455877956381412,0.0010710389597230643,0.20563948026682835,1.9451517747515135,0,0.39967016498743474,0.7583051206269028,1,0.36944223729996106,2.5,0,0,0,0,0,0,0,0
circular-blast,43,0.04665883459786426,0.0010705750220825938,0.20555040423985801,1.9459947134583961,0,0.39966714267238057,0.7557301822811977,1,0.37042504568291285,2.5,0,0,0,0,0,0,0,0
circular-blast,44,0.04772940961994686,0.0010702609142154125,0.2054900955293592,1.9465658379766062,0,0.3996645387012515,0.7526455866666858,1,0.37118070702817296,2.5,0,0,0,0,0,0,0,0
circular-blast,45,0.04879967053416227,0.0010698771751437935,0.20541641762760834,1.9472640240720431,0,0.39965393205434324,0.7496752835449731,1,0.37261069181483886,2.5,0,0,0,0,0,0,0,0
circular-blast,46,0.049869547709306065,0.0010693238320153907,0.205310175746955,1.9482716750142983,0,0.3996505177428675,0.7468165357100702,1,0.3737695045769013,2.5,0,0,0,0,0,0,0,0
circular-blast,47,0.05093887154132146,0.0010689354194019466,0.20523560052517376,1.9489796067370722,0,0.39964749380414594,0.7440599133599878,1,0.3746678564141059,2.5,0,0,0,0,0,0,0,0
circular-blast,48,0.0520078069607234,0.0010687044244306694,0.20519124949068854,1.9494008686669253,0,0.39964483305027015,0.7413964242907842,1,0.3753770056133579,2.5,0,0,0,0,0,0,0,0
circular-blast,49,0.05307651138515407,0.0010686240820938697,0.20517582376202298,1.949547430422151,0,0.3996425104549766,0.7388177002615935,1,0.37666664340637224,2.5,0,0,0,0,0,0,0,0
circular-blast,50,0.05414513546724794,0.001068437511333397,0.20514000217601225,1.9498878607634795,0,0.39962575110509874,0.7359042327194142,1,0.3776630098735057,2.5,0,0,0,0,0,0,0,0
circular-blast,51,0.055213572978581336,0.0010681962836655704,0.20509368646378953,1.9503281982823117,0,0.3996225986745172,0.7329477152361386,1,0.3783781988110722,2.5,0,0,0,0,0,0,0,0
circular-blast,52,0.05628176926224691,0.0010681230445473099,0.2050796245530835,1.9504619284909148,0,0.39961981034652,0.7300811393663851,1,0.3789671970800101,2.5,0,0,0,0,0,0,0,0
circular-blast,53,0.057349892306794215,0.0010682127752163744,0.2050968528415439,1.9502980882355938,0,0.3996173733019103,0.7272960797846214,1,0.3799963753035841,2.5,0,0,0,0,0,0,0,0
circular-blast,54,0.05841810508201059,0.0010684610759776549,0.20514452658770974,1.9498448564699076,0,0.3996152768007699,0.7245846868752579,1,0.3807092643761368,2.5,0,0,0,0,0,0,0,0
circular-blast,55,0.059486566157988245,0.001068516948113154,0.20515525403772558,1.949742900205933,0,0.39959212807381744,0.7215360124884318,1,0.3811151758153376,2.5,0,0,0,0,0,0,0,0
circular-blast,56,0.0605550831061014,0.0010687003666556695,0.20519047039788854,1.9494082703955637,0,0.3995893629223239,0.7184277169731461,1,0.3813993072792285,2.5,0,0,0,0,0,0,0,0
circular-blast,57,0.06162378347275707,0.0010690652277272675,0.20526052372363537,1.9487429572116053,0,0.3995870131980805,0.7153948310131697,1,0.3820052959414789,2.5,0,0,0,0,0,0,0,0
circular-blast,58,0.06269284870048433,0.0010696093369826772,0.20536499270067404,1.9477516335172695,0,0.39958507811118366,0.7124297131296613,1,0.3822606026027337,2.5,0,0,0,0,0,0,0,0
circular-blast,59,0.06376245803746701,0.0010703311588510045,0.20550358249939288,1.9464380870400728,0,0.3995835587135566,0.7090849181501018,1,0.3821711549848844,2.5,0,0,0,0,0,0,0,0
circular-blast,60,0.06483278919631802,0.0010709370015133878,0.20561990429057048,1.945336962294966,0,0.3995801758870706,0.7056785261079892,1,0.3818424639830173,2.5,0,0,0,0,0,0,0,0
circular-blast,61,0.06590372619783141,0.0010717397928426736,0.20577404022579335,1.9438797992258152,0,0.3996245309123571,0.7023384246493725,1,0.38164787376114645,2.5,0,0,0,0,0,0,0,0
circular-blast,62,0.06697546599067408,0.0010727559124590123,0.20596913519213036,1.9420385468282682,0,0.3996707363531686,0.6986733631918507,1,0.3812947468081066,2.5,0,0,0,0,0,0,0,0
circular-blast,63,0.06804822190313309,0.001073987262118674,0.20620555432678542,1.9398119575678245,0,0.39971865236953774,0.6948243032936648,1,0.3808041612453376,2.5,0,0,0,0,0,0,0,0
circular-blast,64,0.06912220916525176,0.0010754365561872396,0.20648381878795002,1.9371978024621037,0,0.39976812578995574,0.690871400403222,1,0.37991001007718206,2.5,0,0,0,0,0,0,0,0
circular-blast,65,0.070197645721439,0.001077107332837319,0.20680460790476526,1.9341928792234762,0,0.3998189873968568,0.6864338179806537,1,0.3786122745741807,2.5,0,0,0,0,0,0,0,0
circular-blast,66,0.07127475305427632,0.0010790039442584996,0.20716875729763193,1.9307930656036825,0,0.39987105062252337,0.6814883763877426,1,0.3769100023154546,2.5,0,0,0,0,0,0,0,0
circular-blast,67,0.07235375699853482,0.001081131528869958,0.20757725354303194,1.926993411718292,0,0.39992411092090036,0.6761497514876643,1,0.37491874914239753,2.5,0,0,0,0,0,0,0,0
circular-blast,68,0.07343488852740478,0.0010834959638476428,0.20803122505874744,1.9227882731885138,0,0.39997794569693096,0.6700559296421132,1,0.3727337295428117,2.5,0,0,0,0,0,0,0,0
circular-blast,69,0.07451838449125242,0.0010860160591153862,0.20851508335015415,1.9183264518485217,0,0.39999999999999997,0.662857813850158,1,0.37004983115491524,2.5,0,0,0,0,0,0,0,0
circular-blast,70,0.07560440055036781,0.0010887252281463163,0.20903524380409275,1.9135529144304435,0,0.39999999999999997,0.654179900359828,1,0.3668636594438605,2.5,0,0,0,0,0,0,0,0
circular-blast,71,0.07669312577851413,0.0010916911861786063,0.20960470774629242,1.9083540837458857,0,0.4,0.6415584568996728,1,0.36317245169324525,2.5,0,0,0,0,0,0,0,0
circular-blast,72,0.07778481696469274,0.001094922366318724,0.210225094333195,1.9027224188850755,0,0.39999999999999997,0.6284230509836852,1,0.35897426092253737,2.5,0,0,0,0,0,0,0,0
circular-blast,73,0.07887973933101146,0.0010984273632656304,0.21089805374700105,1.8966509784857983,0,0.4,0.6157802506195243,1,0.35426841768728706,2.5,0,0,0,0,0,0,0,0
circular-blast,74,0.07997816669427708,0.0011022147379235263,0.21162522968131706,1.890133802110237,0,0.39999999999999997,0.6036365631955254,0.9895308096200792,0.3490558663390933,2.5,0,0,0,0,0,0,0,0
circular-blast,75,0.08108038143220062,0.001106292808055465,0.21240821914664929,1.883166299340964,0,0.4,0.5919953771975777,0.9630299672614063,0.34333947281003485,2.5,0,0,0,0,0,0,0,0
circular-blast,76,0.08218667424025608,0.0011104202212794793,0.21320068248566004,1.8761666019849828,0,0.4,0.5808600432410982,0.9378688688901549,0.337124366640514,2.5,0,0,0,0,0,0,0,0
circular-blast,77,0.08329709446153556,0.001114703920293285,0.21402315269631073,1.8689566757648044,0,0.4,0.5702304816680435,0.9140240862255494,0.33073965188795007,2.5,0,0,0,0,0,0,0,0
circular-blast,78,0.08441179838182884,0.0011192566352762339,0.2148972739730369,1.8613544630174688,0,0.39999999999999997,0.5601038327644279,0.8914667044839635,0.32400247551204386,2.5,0,0,0,0,0,0,0,0
circular-blast,79,0.08553105501710508,0.001123770649029637,0.2157639646136903,1.8538776885944368,0,0.4,0.5504786910513256,0.8701719158770613,0.31685248433246394,2.5,0,0,0,0,0,0,0,0
circular-blast,80,0.08665482566613471,0.001128387352289149,0.21665037163951661,1.846292701798628,0,0.39999999999999997,0.5413510850572333,0.8501101125697433,0.30930068545842687,2.5,0,0,0,0,0,0,0,0
circular-blast,81,0.08778321301842386,0.001133084836344508,0.21755228857814557,1.8386384377488107,0,0.4,0.5327163377209713,0.8312511469278374,0.302011509077685,2.5,0,0,0,0,0,0,0,0
circular-blast,82,0.08891629785476837,0.0011376866628755294,0.21843583927210164,1.8312013327708878,0,0.39999999999999997,0.5245703576858483,0.8135671885259508,0.2945372732896582,2.5,0,0,0,0,0,0,0,0
circular-blast,83,0.0900539845176439,0.0011424993916574768,0.21935988319823554,1.8234874771451257,0,0.39999999999999997,0.5169062213867489,0.7970253289523024,0.2874185566788403,2.5,0,0,0,0,0,0,0,0
circular-blast,84,0.09119648390930138,0.0011470383319271596,0.22023135973001465,1.8162717629785639,0,0.4,0.5097199658918223,0.781600174133812,0.28094874324489866,2.5,0,0,0,0,0,0,0,0
circular-blast,85,0.09234352224122853,0.0011517921596795602,0.22114409465847557,1.8087754078070275,0,0.4,0.5030040169956689,0.7672596576197783,0.27537023926221466,2.5,0,0,0,0,0,0,0,0
circular-blast,86,0.0934953144009081,0.0011565290213611738,0.22205357210134538,1.8013671035088765,0,0.4,0.4967522402982009,0.7539759542138493,0.27084678850438354,2.5,0,0,0,0,0,0,0,0
circular-blast,87,0.09465184342226927,0.0011611824475208801,0.222947029924009,1.7941481442311167,0,0.39999999999999997,0.4909587095642888,0.7417227915366245,0.2675754615971818,2.5,0,0,0,0,0,0,0,0
circular-blast,88,0.09581302586979015,0.001166043971347385,0.22388044249869793,1.7866678997756866,0,0.4,0.4856160055319629,0.7304718525769502,0.2650156173466458,2.5,0,0,0,0,0,0,0,0
circular-blast,89,0.09697906984113754,0.0011709163164726527,0.22481593276274933,1.7792333269462905,0,0.4000000000000001,0.4807178837210748,0.7201984165996369,0.2626848301151381,2.5,0,0,0,0,0,0,0,0
circular-blast,90,0.09814998615761018,0.0011756592198236193,0.2257265702061349,1.7720554546800473,0,0.4,0.47625868348910144,0.7108800586258468,0.26051204765097286,2.5,0,0,0,0,0,0,0,0
circular-blast,91,0.0993256453774338,0.0011806050790534534,0.22667617517826305,1.7646318572537734,0,0.4,0.47223146127130555,0.7024927281561033,0.25846330250343613,2.5,0,0,0,0,0,0,0,0
circular-blast,92,0.10050625045648726,0.00118575757484976,0.22766545437115393,1.756963967611423,0,0.4,0.4686296064806421,0.6950141257787694,0.2565133544678288,2.5,0,0,0,0,0,0,0,0
circular-blast,93,0.10169200803133702,0.001190705836785965,0.22861552066290527,1.7496624850322477,0,0.4,0.4654479125677251,0.6884258841463285,0.2546449828198425,2.5,0,0,0,0,0,0,0,0
circular-blast,94,0.10288271386812298,0.0011957240336917196,0.22957901446881016,1.742319527442447,0,0.4,0.4626802090721858,0.6827086197380413,0.25284646681693557,2.5,0,0,0,0,0,0,0,0
circular-blast,95,0.1040784379018147,0.0012009438550035117,0.23058122016067426,1.73474665335395,0,0.4,0.46032008346775233,0.677843420392628,0.25113912416775835,2.5,0,0,0,0,0,0,0,0
