i,j,x,y,density,momentum_x,momentum_y,energy,velocity_x,velocity_y,pressure
87,31,0.4557291666666667,0.1640625,0.778324650238115,0.03769428745043327,-0.2787136895199023,2.238916815965997,0.04843003165697161,-0.35809438829238494,0.8752404576480279
88,31,0.4609375,0.1640625,0.8271745288480454,0.0644060057999641,-0.17447915976081269,2.295273582789227,0.0778626560100422,-0.21093391258529076,0.9097457542141858
89,31,0.4661458333333333,0.1640625,0.8821595192449028,0.11117831204122218,-0.04330102237686299,2.356346905385656,0.12602971414556277,-0.049085252079949356,0.9393113196573766
90,31,0.4713541666666667,0.1640625,0.9356425954907368,0.17114711398873805,0.10066142823538346,2.40838045079583,0.1829193271165394,0.1075853415829015,0.9549250185043953
91,31,0.4765625,0.1640625,0.9745798364123831,0.22630804110097433,0.2363489606197578,2.4246724313794585,0.23221087964846265,0.24251369850807097,0.9478951625769807
92,31,0.4817708333333333,0.1640625,0.9920638722709089,0.26424776127754124,0.3523523355476755,2.3907512385072867,0.26636164128490863,0.3551710181130923,0.9171943343727662
93,31,0.4869791666666667,0.1640625,0.987095231070047,0.27903245268706345,0.4452290972160884,2.308723159655637,0.2826803776415596,0.45104979053889654,0.8675497658340611
94,31,0.4921875,0.1640625,0.9627135743327646,0.27161093832274086,0.5170900024011886,2.190406469606131,0.28213057919224666,0.5371171822933651,0.8052890525573044
95,31,0.4973958333333333,0.1640625,0.9236311096667621,0.24715684461770618,0.5712998314403253,2.050317153223382,0.2675925940897315,0.6185368005268307,0.7362253990735727
96,31,0.5026041666666666,0.1640625,0.8750473798263777,0.21238140081924176,0.6108042845660976,1.9021668139059817,0.24270845866812532,0.6980242426270565,0.6652861334483474
97,31,0.5078125,0.1640625,0.8220380673325066,0.17363444222633415,0.6379589198225809,1.7574849238964212,0.21122433270003377,0.7760698016002373,0.5966386752528061
98,31,0.5130208333333334,0.1640625,0.7690775148144795,0.13588029389620732,0.6548707403480414,1.6248823723638686,0.17667958206915593,0.8515016077488787,0.5336267965833331
99,31,0.5182291666666666,0.1640625,0.719673015490224,0.10234118841449899,0.6636586707383427,1.5097481841548164,0.14220512123104495,0.9221669514540216,0.4785877668006828
100,31,0.5234375,0.1640625,0.6761683708641182,0.07458946032589284,0.6664889722313055,1.414404487111897,0.110311963025674,0.9856849284144381,0.4327265459102785
101,31,0.5286458333333334,0.1640625,0.639742637466159,0.05290262022117482,0.6654358462821718,1.3386731639652099,0.0826935975859093,1.0401617889934245,0.3961621359226785
102,31,0.5338541666666666,0.1640625,0.6105762914232022,0.036721331342751656,0.6622816030887404,1.2806717220316302,0.06014208520471259,1.0846828027747646,0.368153896232071
103,31,0.5390625,0.1640625,0.5881233358955335,0.025080969573705737,0.6583663492602756,1.2376205520313022,0.04264576500015091,1.1194358548241983,0.347434521991305
104,31,0.5442708333333334,0.1640625,0.5714152565957358,0.016935191673753354,0.6545473154014083,1.2065000151824743,0.029637276005975887,1.145484492837906,0.33254486355882085
105,31,0.5494791666666666,0.1640625,0.5593305143592214,0.011346288436273616,0.6512632877903882,1.184487952982101,0.02028548084717337,1.16436216346338,0.3220878820583103
106,31,0.5546875,0.1640625,0.5507883933405361,0.0075623888840715674,0.6486561764036445,1.1691869467819977,0.013730116639179009,1.1776867200660122,0.31487125924863557
107,31,0.5598958333333334,0.1640625,0.544857700525778,0.005022194089829197,0.6466961165531406,1.158693287505859,0.009217441700801639,1.1869082806925375,0.3099542614803712
108,31,0.5651041666666666,0.1640625,0.5407953241775865,0.003325661904573115,0.6452773637925381,1.1515688831432396,0.006149575922518578,1.193200708186304,0.3066343814844514
109,31,0.5703125,0.1640625,0.5380398480885605,0.0021959487249742574,0.6442771144790355,1.1467671669055886,0.004081386783480036,1.197452413177004,0.3044068371614872
110,31,0.5755208333333334,0.1640625,0.5361834970452541,0.0014449010137142426,0.6435843502304909,1.1435472949186505,0.0026947882985520017,1.2003061522353644,0.30291848821417977
111,31,0.5807291666666666,0.1640625,0.534938289399121,0.0009460086197350987,0.6431098409774401,1.1413953054551258,0.0017684443953296365,1.2022131406967047,0.3019267672424327
112,31,0.5859375,0.1640625,0.5341048134761646,0.0006147341262874403,0.6427865089058877,1.1399597167893598,0.0011509615917641865,1.203483834422648,0.30126711071802914
113,31,0.5911458333333334,0.1640625,0.5335468365525214,0.0003947829147505207,0.6425659398177651,1.1390025377910498,0.0007399217607612203,1.204329021927416,0.30082879472980606
114,31,0.5963541666666666,0.1640625,0.5331721013327854,0.00024873778387798283,0.6424140419285927,1.138363683489074,0.00046652437975694145,1.2048905790883135,0.30053772478842034
115,31,0.6015625,0.1640625,0.532918444960938,0.00015175243595364927,0.6423071285465516,1.1379359081121383,0.00028475733461387785,1.2052634593903606,0.30034449225371035
116,31,0.6067708333333334,0.1640625,0.5327440554561098,0.0000873352093745629,0.6422288095629003,1.1376475062115214,0.00016393464831773806,1.205510982216507,0.3002162230163732
117,31,0.6119791666666666,0.1640625,0.532620762677499,0.00004454113892289892,0.6421676849475114,1.1374505367706305,0.00008362636615776938,1.2056752758178577,0.3001310738292083
118,31,0.6171875,0.1640625,0.5325294784826506,0.0000161063012353518,0.6421157004448542,1.1373128814434352,0.000030244900772899708,1.2057843300514561,0.30007454254466337
119,31,0.6223958333333334,0.1640625,0.5324571222921521,-0.000002791068741127239,0.6420670027411572,1.1372129184850004,-0.000005241865728290168,1.205856726973902,0.30003700450639503
120,31,0.6276041666666666,0.1640625,0.53239456376825,-0.00001535196056067847,0.6420171582779312,1.1371359697136163,-0.000028835682415722673,1.2059047968742964,0.3000120736283174
121,31,0.6328125,0.1640625,0.5323352490744031,-0.000023702130476415728,0.6419626248798675,1.137071932405582,-0.00004452481874463087,1.2059367212599181,0.2999955121473586
122,31,0.6380208333333334,0.1640625,0.5322742929227218,-0.000029253387168750794,0.6419004035074122,1.1370137110533785,-0.000054959233533748634,1.2059579281628137,0.2999845079596681
123,31,0.6432291666666666,0.1640625,0.5322078811639505,-0.000032943629752294826,0.6418278131305828,1.1369561795417689,-0.00006189992842692667,1.205972019292332,0.2999771946410518
124,31,0.6484375,0.1640625,0.532132884931943,-0.000035396036303969174,0.6417423534933154,1.1368955002810242,-0.00006651728789228304,1.2059813848478673,0.29997233320524036
125,31,0.6536458333333334,0.1640625,0.5320466186963594,-0.00003702475357146106,0.6416416308181355,1.1368286826158318,-0.00006958930340010524,1.205987611368173,0.2999691009900789
126,31,0.6588541666666666,0.1640625,0.5319466977863703,-0.00003810505693100068,0.64152333013526,1.136753302940322,-0.00007163322394813262,1.205991752190359,0.29996695163404796
127,31,0.6640625,0.1640625,0.531830965662124,-0.000038819942520467606,0.6413852231441962,1.1366673348229346,-0.00007299300910795442,1.2059945068179292,0.2999655221892385
128,31,0.6692708333333334,0.1640625,0.531697470896436,-0.00003929107620400352,0.6412252038333375,1.1365690546132183,-0.00007389742918611067,1.2059963398965183,0.29996457149010464
129,31,0.6744791666666666,0.1640625,0.5315444800001703,-0.00003959935742518553,0.6410413459898396,1.1364569992119138,-0.00007449867116515412,1.2059975601470534,0.2999639392513197
130,31,0.6796875,0.1640625,0.5313705160360094,-0.00003979858676297018,0.6408319776640422,1.136329959913792,-0.00007489799595932633,1.2059983727448946,0.2999635189162044
131,31,0.6848958333333334,0.1640625,0.5311744152103909,-0.000039924552794133804,0.640595767934139,1.1361870008204857,-0.0000751627933328081,1.2059989140862664,0.29996323962866017
132,31,0.6901041666666666,0.1640625,0.5309553948628242,-0.00004000107551092931,0.6403318211928465,1.136027493174186,-0.0000753379208459947,1.205999274869936,0.29996305426001124
133,31,0.6953125,0.1640625,0.5307131268760554,-0.00004004402704944038,0.6400397738422438,1.1358511587020579,-0.0000754532439872971,1.2059995154250647,0.29996293145523006
134,31,0.7005208333333334,0.1640625,0.5304478107934893,-0.0000400640076445997,0.6397198878948244,1.1356581161144979,-0.00007552865113095391,1.2059996758924811,0.29996285034797654
135,31,0.7057291666666666,0.1640625,0.5301602410625854,-0.0000400681270997767,0.6393731356709301,1.1354489255685223,-0.00007557738961991806,1.205999782989106,0.29996279704811885
136,31,0.7109375,0.1640625,0.5298518629820056,-0.00004006119089277283,0.6390012696646201,1.1352246264027719,-0.0000756082854315327,1.2059998545033357,0.2999627623067214
137,31,0.7161458333333334,0.1640625,0.529524812230802,-0.00004004648963359474,0.638606871806915,1.1349867639211242,-0.0000756272203088754,1.205999902283272,0.29996273996341566
138,31,0.7213541666666666,0.1640625,0.5291819333771366,-0.000040026323902358,0.638193376845148,1.1347374015467293,-0.00007563811494265829,1.2059999342236072,0.29996272591375056
139,31,0.7265625,0.1640625,0.5288267735437788,-0.000040002352206483326,0.6377650654070502,1.1344791153464329,-0.00007564358350924481,1.205999955587069,0.29996271742221153
140,31,0.7317708333333334,0.1640625,0.528463548455667,-0.000039975820395359,0.6373270235220823,1.1342149687614937,-0.00007564536950974317,1.2059999698835384,0.2999627126650811
141,31,0.7369791666666666,0.1640625,0.5280970793864644,-0.00003994771136889917,0.6368850668903615,1.1339484663688213,-0.00007564463604932231,1.2059999794550755,0.2999627104261584
142,31,0.7421875,0.1640625,0.5277327010023193,-0.000039918840993922844,0.6364456299494882,1.1336834866067744,-0.0000756421592183036,1.2059999858653654,0.29996270989416907
143,31,0.7473958333333334,0.1640625,0.5273761416938134,-0.00003988991759320539,0.6360156216928579,1.13342419457949,-0.0000756384569561451,1.2059999901590521,0.2999627105278357
144,31,0.7526041666666666,0.1640625,0.5270333795959437,-0.000039861576727463255,0.6356022521216556,1.1331749372381126,-0.00007563387495119114,1.2059999930344971,0.29996271196598245
145,31,0.7578125,0.1640625,0.5267104790166607,-0.00003983439926768322,0.6352128350388989,1.1329401243527377,-0.00007562864392227745,1.205999994958912,0.29996271396762114
146,31,0.7630208333333334,0.1640625,0.526413413322996,-0.000039808918302592316,0.6348545744909146,1.1327240996613495,-0.00007562291783428858,1.2059999962451213,0.2999627163719983
147,31,0.7682291666666666,0.1640625,0.5261478813753537,-0.00003978561880503855,0.6345343434143018,1.13253100734372,-0.00007561679940825514,1.2059999971027635,0.2999627190719454
148,31,0.7734375,0.1640625,0.5259191252775658,-0.000039764932900997034,0.6342584638606488,1.1323646594633776,-0.00007561035716282457,1.2059999976724642,0.29996272199608626
149,31,0.7786458333333334,0.1640625,0.5257317574686506,-0.000039747232851446374,0.6340324984813075,1.1322284102105165,-0.00007560363681057731,1.2059999980486529,0.29996272509695165
150,31,0.7838541666666666,0.1640625,0.5255896049952385,-0.000039732823340613595,0.6338610627280264,1.1321250426439877,-0.00007559666888954842,1.205999998294808,0.2999627283430323
151,31,0.7890625,0.1640625,0.5254955781738614,-0.00003972193428293577,0.6337476664650772,1.1320566731733597,-0.00007558947388477106,1.205999998453651,0.2999627317134543
152,31,0.7942708333333334,0.1640625,0.525451569810954,-0.00003971471504536245,0.6336945924321872,1.132024678265351,-0.00007558206565002925,1.2059999985539613,0.2999627351944222
153,31,0.7994791666666666,0.1640625,0.5254583897085143,-0.000039711230716679,0.6337028172607835,1.132029646812179,-0.00007557445364742937,1.2059999986151428,0.2999627387768573
154,31,0.8046875,0.1640625,0.5255157346973195,-0.00003971146094538768,0.6337719753356686,1.1320713583365674,-0.00007556664496118319,1.2059999986502807,0.2999627424545741
155,31,0.8098958333333334,0.1640625,0.5256222029123976,-0.000039715301399520605,0.6339003760123264,1.132148793372208,-0.00007555864493444871,1.2059999986681973,0.2999627462233893
156,31,0.8151041666666666,0.1640625,0.5257753478903789,-0.00003972256838787738,0.6340850688590526,1.1322601728031214,-0.0000755504580944318,1.2059999986748249,0.29996275008028817
157,31,0.8203125,0.1640625,0.5259717671523395,-0.00003973300589232607,0.6343219504883546,1.132403022281955,-0.00007554208870838123,1.2059999986741363,0.2999627540228929
158,31,0.8255208333333334,0.1640625,0.5262072227806858,-0.00003974629494156154,0.6346059099730038,1.13257425991511,-0.00007553354119984612,1.2059999986687693,0.29996275804908124
159,31,0.8307291666666666,0.1640625,0.5264767882009338,-0.00003976206491432989,0.6349310058650842,1.132770303004658,-0.00007552482047727885,1.2059999986604502,0.2999627621567047
160,31,0.8359375,0.1640625,0.5267750142623152,-0.00003977990626614978,0.6352906664893551,1.1329871888247907,-0.00007551593220847183,1.2059999986502832,0.299962766343373
161,31,0.8411458333333334,0.1640625,0.5270961069916197,-0.00003979938411447024,0.6356779043144871,1.1332207038872972,-0.0000755068830646913,1.205999998638946,0.29996277060627746
162,31,0.8463541666666666,0.1640625,0.5274341091068693,-0.000039820052092405186,0.6360855348586273,1.1334665159412867,-0.00007549768095172018,1.2059999986268293,0.29996277494204027
163,31,0.8515625,0.1640625,0.5277830775278997,-0.000039841465889235204,0.6365063907672068,1.1337203030617946,-0.00007548833523774568,1.2059999986141272,0.2999627793465777
164,31,0.8567708333333334,0.1640625,0.5281372496878461,-0.000039863195939622066,0.6369335223846286,1.1339778745942053,-0.00007547885698875261,1.2059999986009058,0.29996278381497005
165,31,0.8619791666666666,0.1640625,0.5284911923840733,-0.000039884838791783365,0.6373603772685141,1.1342352794010337,-0.000075469259216713,1.205999998587151,0.2999627883413309
166,31,0.8671875,0.1640625,0.5288399281368944,-0.00003990602677833717,0.6377809525783351,1.1344888977519503,-0.0000754595571460088,1.2059999985728016,0.29996279291867545
167,31,0.8723958333333334,0.1640625,0.5291790354592947,-0.00003992643572166097,0.6381899160007127,1.1347355142413926,-0.00007544976850227503,1.2059999985577723,0.29996279753878013
168,31,0.8776041666666666,0.1640625,0.5295047209798925,-0.000039945790523145315,0.6385826927297187,1.134972370237318,-0.00007543991382970544,1.2059999985419738,0.2999628021920317
169,31,0.8828125,0.1640625,0.5298138629011424,-0.00003996386859964064,0.6389555178774732,1.1351971954843938,-0.0000754300168380031,1.2059999985253225,0.2999628068672666
170,31,0.8880208333333334,0.1640625,0.5301040267176684,-0.00003998050124278598,0.6393054554304617,1.1354082195342152,-0.00007542010478648836,1.2059999985077525,0.29996281155159243
171,31,0.8932291666666666,0.1640625,0.5303734553814166,-0.00003999557306923416,0.63963038638871,1.1356041645927413,-0.00007541020890736596,1.2059999984892185,0.29996281623019316
172,31,0.8984375,0.1640625,0.530621037116169,-0.00004000901980855335,0.6399289699500921,1.1357842221138947,-0.00007540036487432775,1.205999998469703,0.2999628208861131
173,31,0.9036458333333334,0.1640625,0.5308462548124008,-0.000040020824729770404,0.6402005824805282,1.135948015997993,-0.00007539061332157957,1.2059999984492176,0.2999628255000173
174,31,0.9088541666666666,0.1640625,0.5310491213576921,-0.00004003101403954783,0.6404452395224631,1.1360955555621974,-0.00007538100041895114,1.2059999984278036,0.2999628300499264
175,31,0.9140625,0.1640625,0.5312301053849725,-0.00004003965159504052,0.6406635062472492,1.1362271815425575,-0.00007537157851026634,1.2059999984055354,0.29996283451091926
176,31,0.9192708333333334,0.1640625,0.5313900517784385,-0.00004004683326326234,0.6408564015852829,1.1363435082836617,-0.00007536240682194735,1.205999998382518,0.29996283885480407
177,31,0.9244791666666666,0.1640625,0.5315301009087114,-0.00004005268123093044,0.6410253008236061,1.1364453650040696,-0.00007535355224935673,1.205999998358889,0.29996284304975046
178,31,0.9296875,0.1640625,0.5316516100287472,-0.00004005733852918493,0.641171840809372,1.13653373863298,-0.0000753450902312117,1.205999998334817,0.2999628470598804
179,31,0.9348958333333334,0.1640625,0.5317560796088309,-0.0000400609639871015,0.6412978311098481,1.136609720238571,-0.00007533710572067375,1.2059999983104999,0.29996285084481217
180,31,0.9401041666666666,0.1640625,0.5318450866806225,-0.000040063727776576944,0.6414051736253367,1.1366744565533207,-0.00007532969426609662,1.2059999982861662,0.29996285435915176
181,31,0.9453125,0.1640625,0.5319202265493991,-0.00004006580765576959,0.641495792294135,1.136729107584684,-0.00007532296321138055,1.2059999982620697,0.29996285755192814
182,31,0.9505208333333334,0.1640625,0.5319830635646773,-0.00004006738597142084,0.6415715737219077,1.136774810813028,-0.0000753170330328562,1.2059999982384906,0.29996286036596265
183,31,0.9557291666666666,0.1640625,0.532035091046306,-0.00004006864743347963,0.6416343188525508,1.136812652047413,-0.00007531203882563497,1.2059999982157301,0.2999628627371695
184,31,0.9609375,0.1640625,0.5320776999688928,-0.000040069777640926105,0.6416857052016088,1.1368436426503887,-0.00007530813195754818,1.205999998194106,0.2999628645937747
185,31,0.9661458333333334,0.1640625,0.5321121556245927,-0.00004007096230981643,0.6417272587115946,1.1368687025645845,-0.00007530548191063438,1.2059999981739487,0.29996286585544996
186,31,0.9713541666666666,0.1640625,0.5321395812160764,-0.000040072387134670626,0.6417603339651043,1.136888648378801,-0.00007530427833068697,1.2059999981555896,0.2999628664323467
187,31,0.9765625,0.1640625,0.5321609471737007,-0.00004007423820430635,0.6417861013013204,1.1369041855565734,-0.00007530473330886092,1.205999998139355,0.29996286622402213
188,31,0.9817708333333334,0.1640625,0.532177064933902,-0.000040076702891245466,0.6418055393127493,1.1369159039087129,-0.00007530708392369955,1.2059999981255551,0.29996286511824394
189,31,0.9869791666666666,0.1640625,0.5321885839465631,-0.00004007997113802512,0.6418194312361032,1.136924275413677,-0.00007531159507557107,1.2059999981144807,0.29996286298965796
190,31,0.9921875,0.1640625,0.5321959907828749,-0.00004008423707961695,0.6418283638763916,1.1369296535650941,-0.00007531856266081963,1.2059999981064202,0.2999628596983052
191,31,0.9973958333333334,0.1640625,0.532199609377984,-0.00004008970023565137,0.6418327278996268,1.1369322735458127,-0.00007532831578457336,1.2059999981017986,0.2999628550886228
0,32,0.0026041666666666665,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
1,32,0.0078125,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
2,32,0.013020833333333334,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
3,32,0.018229166666666668,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
4,32,0.0234375,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
5,32,0.028645833333333332,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
6,32,0.033854166666666664,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
7,32,0.0390625,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
8,32,0.044270833333333336,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
9,32,0.049479166666666664,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
10,32,0.0546875,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
11,32,0.059895833333333336,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
12,32,0.06510416666666667,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
13,32,0.0703125,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
14,32,0.07552083333333333,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
15,32,0.08072916666666667,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
16,32,0.0859375,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
17,32,0.09114583333333333,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
18,32,0.09635416666666667,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
19,32,0.1015625,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
20,32,0.10677083333333333,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
21,32,0.11197916666666667,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
22,32,0.1171875,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
23,32,0.12239583333333333,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
24,32,0.12760416666666666,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
25,32,0.1328125,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
26,32,0.13802083333333334,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
27,32,0.14322916666666666,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
28,32,0.1484375,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
29,32,0.15364583333333334,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
30,32,0.15885416666666666,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
31,32,0.1640625,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
32,32,0.16927083333333334,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
33,32,0.17447916666666666,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
34,32,0.1796875,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
35,32,0.18489583333333334,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
36,32,0.19010416666666666,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
37,32,0.1953125,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
38,32,0.20052083333333334,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
39,32,0.20572916666666666,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
40,32,0.2109375,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
41,32,0.21614583333333334,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
42,32,0.22135416666666666,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
43,32,0.2265625,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
44,32,0.23177083333333334,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
45,32,0.23697916666666666,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
46,32,0.2421875,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
47,32,0.24739583333333334,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
48,32,0.2526041666666667,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
49,32,0.2578125,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
50,32,0.2630208333333333,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
51,32,0.2682291666666667,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
52,32,0.2734375,0.16927083333333334,0.138,0.16642800000000002,0.16642800000000002,0.273212168,1.206,1.206,0.028999999999999984
53,32,0.2786458333333333,0.16927083333333334,0.13800000000000015,0.16642800000000013,0.16642800000000013,0.2732121680000001,1.2059999999999997,1.2059999999999997,0.028999999999999995
54,32,0.2838541666666667,0.16927083333333334,0.13800000000000076,0.16642800000000071,0.16642800000000058,0.2732121680000009,1.2059999999999986,1.2059999999999975,0.029000000000000182
55,32,0.2890625,0.16927083333333334,0.13800000000000423,0.16642800000000377,0.16642800000000313,0.27321216800000514,1.2059999999999904,1.2059999999999858,0.02900000000000118
56,32,0.2942708333333333,0.16927083333333334,0.1380000000000231,0.1664280000000206,0.1664280000000169,0.2732121680000285,1.2059999999999473,1.2059999999999205,0.029000000000006767
57,32,0.2994791666666667,0.16927083333333334,0.1380000000001251,0.16642800000011165,0.16642800000009128,0.27321216800015474,1.2059999999997157,1.205999999999568,0.0290000000000368
58,32,0.3046875,0.16927083333333334,0.13800000000067125,0.16642800000060054,0.16642800000048882,0.2732121680008311,1.2059999999984856,1.205999999997676,0.029000000000197448
59,32,0.3098958333333333,0.16927083333333334,0.1380000000035703,0.166428000003202,0.16642800000259556,0.27321216800442516,1.2059999999920015,1.2059999999876072,0.029000000001050432
60,32,0.3151041666666667,0.16927083333333334,0.1380000000188251,0.16642800001692445,0.1664280000136629,0.2732121680233564,1.2059999999581261,1.2059999999344915,0.029000000005539175
61,32,0.3203125,0.16927083333333334,0.13800000009840052,0.16642800008867897,0.16642800007129832,0.2732121681222099,1.2059999997826663,1.2059999996567194,0.02900000002895782
62,32,0.3255208333333333,0.16927083333333334,0.1380000005098858,0.16642800046058975,0.16642800036881578,0.27321216863389264,1.2059999988816483,1.2059999982166194,0.029000000150090344
63,32,0.3307291666666667,0.16927083333333334,0.13800000261898432,0.16642800237109429,0.16642800189090687,0.2732121712590808,1.2059999942941972,1.2059999908145782,0.029000000771301007
64,32,0.3359375,0.16927083333333334,0.13800001333235493,0.1664280120955114,0.16642800960571796,0.27321218460575764,1.2059999711354474,1.2059999530934677,0.029000003930052712
65,32,0.3411458333333333,0.16927083333333334,0.13800006724285158,0.16642806111337005,0.16642804831965308,0.2732122518162728,1.2059998552065274,1.2059997624984786,0.029000019856186256
66,32,0.3463541666666667,0.16927083333333334,0.13800033577610407,0.16642830554746352,0.16642824039761941,0.27321258674327836,1.2059992797226367,1.2059988076234658,0.029000099479291264
67,32,0.3515625,0.16927083333333334,0.13800165777469448,0.1664295088864284,0.16642918013281943,0.2732142353698392,1.2059964464930275,1.2059940642491163,0.029000494214607753
68,32,0.3567708333333333,0.16927083333333334,0.13800807089894923,0.16643533362512045,0.16643369031623817,0.27322222287019376,1.2059826105893903,1.2059707032504094,0.02900243460912281
69,32,0.3619791666666667,0.16927083333333334,0.13803854726358272,0.1664628339031989,0.1664547044180741,0.2732600469374628,1.2059155736066998,1.2058566807446265,0.029011890536089192
70,32,0.3671875,0.16927083333333334,0.13817877678971255,0.16658741290338674,0.1665477006145856,0.27343266818205036,1.2055933391052367,1.2053059412158953,0.02905754558847954
71,32,0.3723958333333333,0.16927083333333334,0.1387892949648443,0.16711103265012647,0.16692049748862375,0.27417203791088857,1.2040628399507047,1.2026900023586486,0.029275655548734236
72,32,0.3776041666666667,0.16927083333333334,0.14120109040734774,0.16902318383408566,0.1681434549787552,0.2770355873600394,1.1970388001004426,1.190808473884175,0.030303442907460877
