step,time_before,dt,ratio,alpha,retries,max_cfl,min_density,min_pressure,max_component_velocity,min_energy_density_ratio,boundary_x_mass,boundary_x_momentum_x,boundary_x_momentum_y,boundary_x_energy,boundary_y_mass,boundary_y_momentum_x,boundary_y_momentum_y,boundary_y_energy
190,0.18653464513680004,0.000989012291141381,0.18989035989914516,2.1064787080947585,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.7977902204776406,-58.94209331005088,41.47928796735944,-28.108853466510652,-148.46518617076518,-59.000257519304434,-28.093046367269412,41.54276298263645,-148.64491327400697
191,0.18752365742794141,0.0009890278865542178,0.18989335421840983,2.1064454922415643,0,0.4,0.138,0.028999999999999984,1.206000000000001,1.7980407318373484,-59.00953123358507,41.535092656089404,-28.107618332564094,-148.6675217443235,-59.06797466429098,-28.091820158129448,41.59820752544571,-148.84821621266713
192,0.18851268531449564,0.000989043362752511,0.1898963256484821,2.106412531332711,0,0.39999999999999997,0.138,0.028999999999999984,1.206000000000001,1.803345644513824,-59.07674056551663,41.59119122412724,-28.106664163706792,-148.86887413417242,-59.13545444462593,-28.090874974187454,41.65395258435737,-149.05050550370052
193,0.18950172867724815,0.000989058721211396,0.18989927447258806,2.1063798222027437,0,0.4000000000000001,0.138,0.028999999999999984,1.2060000000000008,1.805432355803463,-59.14371235050395,41.64758645245816,-28.105973117003956,-149.06922421659058,-59.20268785034488,-28.0901929651625,41.7100011740616,-149.25176185486396
194,0.19049078739845954,0.0009890739633806435,0.18990220096908356,2.106347361740798,0,0.4,0.138,0.028999999999999984,1.2060000000000008,1.8045830018166065,-59.21043792688461,41.704280730494304,-28.105526327689862,-149.26855458214686,-59.269666187078336,-28.089755258658865,41.76635590012827,-149.45196776262117
195,0.19147986136184017,0.0009890890906852237,0.18990510541156297,2.1063151468893833,0,0.4000000000000001,0.138,0.028999999999999984,1.2060000000000008,1.801467152936505,-59.276908874293035,41.761276136358866,-28.10530396449703,-149.4668493184913,-59.33638102279944,-28.08954201548882,41.82301903933547,-149.6511072918556
196,0.1924689504525254,0.000989104104525853,0.18990798806896378,2.1062831746432003,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8023515008935367,-59.343116965003716,41.818574512831965,-28.105285289216127,-149.66409380315517,-59.4028241382205,-28.08953248922211,41.87999261570607,-149.8491658653305
197,0.19345805455705126,0.0009891190062795278,0.18991084920566934,2.106251442047993,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.803684658526792,-59.40905411948279,41.876177538216,-28.105448720103436,-149.86027450819947,-59.4689874814178,-28.089705089594045,41.93727847149506,-150.04613006508876
198,0.19444717356333077,0.0009891337973000425,0.18991368908160816,2.1062199461994298,0,0.39999999999999997,0.138,0.02899999999999997,1.2060000000000006,1.800982104988377,-59.47471236636696,41.93408679197793,-28.10577189879229,-150.05537881768822,-59.53486312678692,-28.090037449413966,41.994878333035565,-150.2419874463656
199,0.1954363073606308,0.0009891484789184943,0.1899165079523509,2.106188684242014,0,0.39999999999999997,0.138,0.02899999999999997,1.2060000000000006,1.8014947534322074,-59.54008380723693,41.992303814534864,-28.106231760287645,-150.24939485949088,-59.60044323882511,-28.090506494568004,42.05279387074178,-150.43672636595412
200,0.1964254558395493,0.000989163052443774,0.18991930606920462,2.1061576533680264,0,0.3999999999999999,0.138,0.02899999999999997,1.2060000000000008,1.809859998039275,-59.60516058623782,42.050830161188834,-28.106804605674334,-150.44231135183182,-59.66572004071015,-28.091088516731084,42.11102675330391,-150.63033582516357
201,0.19741461889199308,0.0009891775191630456,0.18992208367930477,2.10612685081649,0,0.4,0.138,0.02899999999999997,1.2060000000000008,1.8099356954305394,-59.66993486483086,42.1096674497546,-28.10746617711862,-150.6341174658288,-59.73068578800347,-28.091759248383156,42.16957869563676,-150.82280532875438
202,0.19840379641115613,0.00098919188034221,0.18992484102570434,2.1060962738721694,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8021299139807336,-59.734398801604506,42.16881740192594,-28.10819173475944,-150.82480270402448,-59.79533274742307,-28.09249393971461,42.22845150056836,-151.01412475991845
203,0.19939298829149835,0.0009892061372263612,0.18992757834746135,2.106065919864589,0,0.39999999999999997,0.138,0.028999999999999984,1.2060000000000006,1.799165430825329,-59.79854453721858,42.22828187826886,-28.108956135093038,-151.01435679544062,-59.85965318072687,-28.0932674370276,42.28764709421329,-151.2042842717205
204,0.2003821944287247,0.0009892202910402271,0.18993029587972363,2.1060357861670806,0,0.39999999999999997,0.138,0.028999999999999984,1.2060000000000006,1.799712952110163,-59.86236418447013,42.288062906769134,-28.10973391043455,-151.20276960737743,-59.92363933373523,-28.094054262221224,42.34716755493044,-151.3932741953451
205,0.20137141471976494,0.0009892343429886011,0.18993299385381143,2.1060058701958546,0,0.4000000000000001,0.138,0.028999999999999984,1.2060000000000006,1.8056445079524477,-59.92584982331225,42.348162705101466,-28.110499349066153,-151.39003107364977,-59.987283430316985,-28.09482869296374,42.40701513602267,-151.58108496483342
206,0.20236064906275353,0.0009892482942567603,0.18993567249729798,2.105976169409095,0,0.39999999999999997,0.138,0.028999999999999984,1.2060000000000006,1.8064448086767,-59.98899350071983,42.4085836966953,-28.11122657568187,-151.57613113915795,-60.050577671233405,-28.095564843165896,42.467192282274716,-151.76770705820647
207,0.20334989735701028,0.000989262146010875,0.189938332034088,2.1059466813060803,0,0.39999999999999997,0.138,0.028999999999999984,1.2060000000000006,1.805608583940333,-60.05178723522172,42.46932852077673,-28.11188963175578,-151.76105972042367,-60.11351423766489,-28.096236743379006,42.52770164048773,-151.9531309545974
208,0.20433915950302117,0.0009892758993984066,0.18994097268449409,2.1059174034263237,0,0.4000000000000001,0.138,0.028999999999999984,1.2060000000000006,1.8030365232462082,-60.114223025879944,42.53040003658136,-28.112462555457657,-151.94480668160563,-60.17608529921337,-28.096818420742835,42.588546064208856,-152.13734710696528
209,0.20532843540241957,0.0009892895555484941,0.18994359466531088,2.1058883333487395,0,0.4000000000000001,0.138,0.028999999999999984,1.2060000000000008,1.8041827954421288,-60.17629286543326,42.591801322045924,-28.112919460772645,-152.1273618252767,-60.23828302609224,-28.097283978137753,42.64972861295848,-152.32034592963618
210,0.20631772495796807,0.0009893031155723338,0.1899461981898881,2.105859468690826,0,0.4,0.138,0.02899999999999996,1.2060000000000008,1.803954026940669,-60.23798875732881,42.653535667261366,-28.113234615484533,-152.30871489720406,-60.300099605234486,-28.09760767220482,42.71125254623723,-152.50211779998077
211,0.2073070280735404,0.0009893165805635441,0.1899487834682005,2.105830807107877,0,0.4,0.138,0.02899999999999996,1.2060000000000008,1.8020280539413553,-60.29930273632717,42.71560656302119,-28.113382517708217,-152.48885560432396,-60.361527260007016,-28.097763989914647,42.77312131264155,-152.68265307339138
212,0.20829634465410393,0.0009893299515985267,0.18995135070691713,2.105802346292207,0,0.39999999999999997,0.138,0.028999999999999984,1.2060000000000006,1.8033967707285214,-60.360226892345665,42.77801768482833,-28.113337970669793,-152.66777364496423,-60.42255827319753,-28.09772772338564,42.83533853444793,-152.86194211062548
213,0.20928567460570247,0.0009893432297368133,0.18995390010946817,2.1057740839723995,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.812945498866665,-60.42075339718342,42.84077287274674,-28.11307615545357,-152.8454587502983,-60.48318501292017,-28.097474042668566,42.89790798804829,-153.03997531651078
214,0.21027501783543928,0.0009893564160214083,0.18995643187611042,2.105746017912571,0,0.4000000000000001,0.138,0.02899999999999997,1.2060000000000006,1.809512385892641,-60.4808745337618,42.90387610750164,-28.112572701455576,-153.02190073596907,-60.543399961075096,-28.096978566237837,42.9608335806352,-153.21674318895614
215,0.2112643742514607,0.000989369511479119,0.18995894620399084,2.1057181459116583,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8024905006566239,-60.54058272750103,42.96733148324435,-28.11180375430168,-153.19708956276335,-60.60319574398548,-28.09621742894646,43.024119323550316,-153.3922363771505
216,0.21225374376293982,0.0009893825171208796,0.18996144328720888,2.105690465802721,0,0.4,0.138,0.02899999999999994,1.2060000000000006,1.8003993276831585,-60.599870579454134,43.0311431774077,-28.11074604101096,-153.3710154052005,-60.662565164832735,-28.095167347227846,43.0877693027206,-153.56644574783195
217,0.2132431262800607,0.0009893954339420677,0.189963923316877,2.105662975452259,0,0.4,0.138,0.02899999999999996,1.2060000000000006,1.8013525951143148,-60.65873090081388,43.09531541808083,-28.10937693220477,-153.5436687268735,-60.72150123750793,-28.093805681342033,43.15178764661043,-153.73936245844826
218,0.21423252171400278,0.0009894082629228118,0.18996638648117986,2.1056356727595507,0,0.39999999999999997,0.138,0.02899999999999996,1.2060000000000006,1.8081713690029406,-60.71715674841449,43.15985244933588,-28.107674501181254,-153.71504036136318,-60.779997221501056,-28.09211049448586,43.216178492121955,-153.91097803603407
219,0.2152219299769256,0.000989421005028292,0.18996883296543204,2.1056085556560036,0,0.39999999999999997,0.138,0.02899999999999997,1.2060000000000006,1.8074088003103717,-60.775141460857796,43.22475849493302,-28.10561757970456,-153.88512159761368,-60.8380466574571,-28.090060608614607,43.28094594886804,-154.08128446066894
220,0.2162113509819539,0.0009894336612090338,0.18997126295213448,2.105581622104522,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.8063429083393279,-60.83267869489674,43.29003772083177,-28.10318581036356,-154.05390426855791,-60.8956434030362,-28.087635656833726,43.34609406224281,-154.25027425236078
221,0.21720078464316295,0.000989446232401194,0.18997367662102924,2.1055548700988913,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.804460647845837,-60.88976246172431,43.35569419692113,-28.100359695382014,-154.22138084190215,-60.95278166871411,-28.084816132241166,43.41162677570853,-154.4179405602049
222,0.21819023087556413,0.0009894587195268406,0.1899760741491534,2.1055282976631746,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8059305190352906,-60.94638716281787,43.42173185838006,-28.09712064178339,-154.38754451194617,-61.00945605318949,-28.08158343311751,43.477547892691675,-154.5842772527431
223,0.219179689595091,0.0009894711234942261,0.18997845571089142,2.105501902851125,0,0.4,0.138,0.02899999999999996,1.2060000000000006,1.8040855092557588,-61.0025476250135,43.48815446705548,-28.09345100282345,-154.55238929137622,-61.06566157805847,-28.077919904388416,43.543861038484366,-154.7492790084239
224,0.22016916071858522,0.0009894834451980527,0.1899808214780261,2.1054756837456114,0,0.39999999999999997,0.138,0.02899999999999996,1.2060000000000006,1.8026587466126942,-61.05823913452007,43.55496557320175,-28.089334115629935,-154.71591010208894,-61.12139372145877,-28.073808875288908,43.610569622501885,-154.91294140518912
225,0.22115864416378328,0.0009894956855197345,0.18998317161978903,2.105449638458058,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.80536962509617,-61.113457469582386,43.62216847793307,-28.084754335015173,-154.8781028640767,-61.176648450412124,-28.069234693191923,43.67767680121879,-155.0752610082877
226,0.222148139849303,0.000989507845327648,0.18998550630290845,2.1054237651279006,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.8152141443654297,-61.16819893151733,43.68976619671585,-28.07969706342591,-155.03896458145712,-61.231422251583474,-28.064182753586053,43.74518544211967,-155.2362354554053
227,0.22313764769463065,0.0009895199254773845,0.18998782569165784,2.1053980619220467,0,0.4000000000000001,0.138,0.028999999999999984,1.2060000000000008,1.8087844577793422,-61.22246037391087,43.757761424163604,-28.07414877701344,-155.1984934249328,-61.28571216021409,-28.058639526160245,43.813098088956565,-155.39586353824583
228,0.22412716762010804,0.0009895319268119873,0.18999012994790157,2.10537252703436,0,0.4,0.138,0.02899999999999997,1.2060000000000008,1.8026742755145255,-61.27623922972864,43.82615650043693,-28.06809704783319,-155.35668880983098,-61.33951578703529,-28.052592577019396,43.88141692855411,-155.55414527992937
229,0.22511669954692,0.000989543850162192,0.18999241923114088,2.1053471586851487,0,0.4,0.138,0.02899999999999997,1.2060000000000008,1.8016476757393947,-61.32953353615339,43.89495337948138,-28.06153056217939,-155.5135514691034,-61.392831342910924,-28.046030587031968,43.95014375946819,-155.71108200734122
230,0.2261062433970822,0.0009895556963466546,0.1899946936985577,2.1053219551206683,0,0.4,0.138,0.02899999999999995,1.2060000000000008,1.8030392584550015,-61.38234195698431,43.9641535993262,-28.054439135103788,-155.6690835206457,-61.44565766109436,-28.03894336635476,44.01927996265801,-155.86667641799897
231,0.22709579909342886,0.000989567466172179,0.18999695350505838,2.105296914612637,0,0.4,0.138,0.02899999999999995,1.2060000000000008,1.8090837656014114,-61.43466380245861,44.03375825462374,-28.046813721163776,-155.82328852844824,-61.497994216916666,-28.031321865193295,44.08882647440615,-156.02093264076777
232,0.22808536655960104,0.0009895791604339356,0.18999919880331564,2.1052720354577605,0,0.4,0.138,0.02899999999999996,1.206000000000001,1.808499601350745,-61.48649904631847,44.10376797165464,-28.038646421400042,-155.97617155696489,-61.54984114477178,-28.023158180780836,44.15878376165301,-156.17385628996624
233,0.22907494572003498,0.0009895907799156783,0.19000142974381024,2.105247315977268,0,0.39999999999999997,0.138,0.028999999999999984,1.206000000000001,1.806880596454774,-61.53784834006343,44.17418288589485,-28.029930486628565,-156.1277392184158,-61.60119925228217,-28.014445560675107,44.229151799912636,-156.32545451238016
234,0.23006453649995065,0.0009896023253899526,0.19000364647487092,2.105222754516463,0,0.4,0.138,0.028999999999999984,1.2060000000000008,1.8058279297059092,-61.58871302433792,44.245002622253,-28.0206603171971,-156.2779997127596,-61.652070031656685,-28.005178402519164,44.29993005380257,-156.47573602714436
235,0.2310541388253406,0.0009896137976183044,0.19000584914271446,2.105198349444273,0,0.4,0.138,0.028999999999999984,1.2060000000000008,1.8077086742731796,-61.639095137465844,44.316226278002254,-28.01083145931243,-156.42696286028047,-61.70245566819255,-27.995352250366178,44.37111746027225,-156.62471115821955
236,0.2320437526229589,0.000989625197351477,0.1900080378914836,2.105174099152826,0,0.39999999999999997,0.138,0.028999999999999984,1.2060000000000008,1.8041681383318116,-61.68899742107112,44.387852408502916,-28.000440598041127,-156.57464012650834,-61.75235904589332,-27.984963787685484,44.44271241460151,-156.7723918593042
237,0.2330333778203104,0.0009896365253296115,0.19001021286328543,2.1051500020570195,0,0.4,0.138,0.028999999999999984,1.2060000000000008,1.8033381422122048,-61.73842332241911,44.45987901608212,-27.989485546661058,-156.72104463842507,-61.80178374981788,-27.974010826692542,44.51471275953199,-156.91879173007683
238,0.23402301434564,0.000989647782282436,0.19001237419822772,2.1051260565941123,0,0.39999999999999997,0.138,0.028999999999999984,1.2060000000000008,1.8076178950128208,-61.78737699382376,44.532303541780244,-27.977965232852146,-156.8661911927981,-61.85073406551683,-27.962492294541327,44.58711577724608,-157.06392602462964
239,0.23501266212792243,0.000989658968929456,0.19001452203445557,2.105102261223316,0,0.4,0.138,0.02899999999999997,1.2060000000000008,1.815793496947066,-61.83586328938463,44.605122859767626,-27.96587968217149,-157.01009625726925,-61.899214975827334,-27.950408216803687,44.659918183986875,-157.2078116527535
240,0.2360023210968519,0.000989670085980136,0.1900166565081861,2.1050786144254023,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8078472976183753,-61.88388775899655,44.67833327450397,-27.953229998779463,-157.15277796400522,-61.947232154942526,-27.937759698178127,44.733116127395796,-157.35046717380766
241,0.23699199118283204,0.0009896811341340796,0.1900187777537433,2.105055114702316,0,0.4,0.138,0.028999999999999984,1.2060000000000008,1.8027851882676873,-61.93145663960917,44.75193052065026,-27.940018343422796,-157.29425609580906,-61.994791959722996,-27.924548900459683,44.80670518661533,-157.4919127830186
242,0.23798167231696613,0.0009896921140812069,0.19002088590359173,2.105031760576795,0,0.4,0.138,0.028999999999999984,1.2060000000000008,1.802306239218281,-61.97857684235435,44.825909766968465,-27.926247907091703,-157.43455206092767,-62.04190141690061,-27.910779016190656,44.8806803763581,-157.63217028655146
243,0.23897136443104733,0.000989703026501924,0.1900229810883694,2.105008550592003,0,0.4,0.138,0.028999999999999984,1.2060000000000008,1.8049186886992654,-62.0252559376645,44.90026562237589,-27.911922882915555,-157.5736888622148,-62.088568208271994,-27.896454240526968,44.95503615311112,-157.7712630709447
244,0.23996106745754925,0.0009897138720672924,0.19002506343692016,2.104985483311164,0,0.4,0.138,0.028999999999999984,1.2060000000000008,1.8096701173173793,-62.07150213965958,44.97499214303069,-27.897048437900228,-157.71169106403755,-62.13480065520854,-27.881579742995086,45.0297664223277,-157.90921607041423
245,0.24095078132961653,0.0009897246514391936,0.19002713307632518,2.104962557317214,0,0.4,0.138,0.028999999999999984,1.2060000000000008,1.809841048697025,-62.11732428772471,45.05008284227223,-27.881630681959123,-157.84858475132364,-62.18060770029211,-27.866161636471528,45.10486454852732,-158.04605572612394
246,0.24194050598105574,0.0009897353652704888,0.19002919013193387,2.10493977121245,0,0.4,0.138,0.028999999999999984,1.2060000000000008,1.8073481419081927,-62.16273182540386,45.12553070330387,-27.865676634390354,-157.98439748108288,-62.225998886288615,-27.85020694362903,45.180323368128356,-158.1818099379874
247,0.24293024134632624,0.0009897460142051782,0.19003123472739422,2.1049171236181916,0,0.4,0.138,0.02899999999999996,1.2060000000000008,1.807277204136064,-62.207734768417005,45.201328201739216,-27.84919417794176,-158.11915820442792,-62.270984324300116,-27.83372355101237,45.25613521207538,-158.31650798710774
248,0.24391998736053142,0.0009897565988785525,0.1900332669846821,2.1048946131744533,0,0.4,0.138,0.028999999999999984,1.2060000000000008,1.8082857823720786,-62.252343683370846,45.277467319317914,-27.832192026447206,-158.25289721686923,-62.315574672657306,-27.816720176719183,45.332291919548794,-158.45018048664215
249,0.24490974395940998,0.0009897671199173461,0.19003528702413047,2.1048722385396164,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8043772269640843,-62.296569668874035,45.35393955583205,-27.81467969603224,-158.38564611464412,-62.35978111805027,-27.79920634148058,45.40878485016223,-158.58285933826215
250,0.24589951107932734,0.0009897775779398835,0.19003729496445765,2.1048499983901126,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8041987751898532,-62.340424324691206,45.4307359520389,-27.796667462511053,-158.51743771865094,-62.40361534488433,-27.781192326154116,45.48560490663801,-158.71457765669382
251,0.24688928865726723,0.000989787973556223,0.19003929092279484,2.104827891420115,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8103102541649139,-62.3839197197981,45.50784711368824,-27.778166317959236,-158.64830599509992,-62.447089503262355,-27.762689128106047,45.56274255930388,-158.84536969023074
252,0.24787907663082345,0.0009897983073683,0.1900412750147136,2.1048059163412303,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.814867048812624,-62.427068359148244,45.58526323701042,-27.75918792632082,-158.7782859723357,-62.49021617593313,-27.743708416877183,45.64018787159309,-158.97527073811892
253,0.24886887493819176,0.0009898085799700637,0.19004324735425224,2.1047840718822046,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.8068167887927802,-62.469883149209,45.662974135983525,-27.739744578146507,-158.90741365396812,-62.53300834410957,-27.724262489033755,45.71793052697114,-159.10431706454662
254,0.24985868351816182,0.0009898187919476131,0.19004520805394173,2.1047623567886307,0,0.4000000000000001,0.138,0.02899999999999997,1.2060000000000006,1.8029602499237614,-62.512377362954126,45.740969270138606,-27.71984914501804,-159.03572593024785,-62.575479352418114,-27.7043642224574,45.79595985693798,-159.23254580996175
255,0.2508485023101094,0.0009898289438793303,0.19004715722483143,2.1047407698226612,0,0.4,0.138,0.028999999999999984,1.2060000000000008,1.8030627176713843,-62.55456460403676,45.8192377734601,-27.699515033487405,-159.16326048688455,-62.61764287304889,-27.6840270301711,45.874264870318854,-159.35999489987788
256,0.25183833125398875,0.0009898390363360095,0.19004909497651382,2.1047193097627317,0,0.3999999999999999,0.138,0.028999999999999984,1.2060000000000008,1.8071331930157943,-62.5964587704039,45.89776848410633,-27.678756138733686,-159.29005571204982,-62.65951286962314,-27.66326481408871,45.95283428276508,-159.4867029526444
257,0.2528281702903247,0.0009898490698809859,0.1900510214171493,2.1046979754032824,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.8095987167522953,-62.63807401753687,45.976549974794985,-27.657586798126715,-159.41615060205265,-62.701103560534115,-27.64209191855335,46.03165654716171,-159.61270918546214
258,0.2538180193602057,0.0009898590450702577,0.1900529366534895,2.104676765554497,0,0.3999999999999999,0.138,0.028999999999999984,1.2060000000000006,1.8109505929060523,-62.67942472149632,46.055570583623286,-27.63602174484526,-159.54158466620555,-62.742429382061474,-27.620523083921235,46.11071988452867,-159.73805331948188
259,0.25480787840527597,0.0009898689624526116,0.19005484079090143,2.104655679042032,0,0.39999999999999997,0.138,0.028999999999999984,1.2060000000000006,1.8078454057475382,-62.72052544184343,46.134818445377704,-27.61407606165151,-159.66639783103915,-62.78350495143786,-27.598573400341813,46.19001231524154,-159.8627754844815
260,0.2557977473677286,0.0009898788225697393,0.19005673393338995,2.1046347147067666,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.8087925834341763,-62.7613908847723,46.21428152282093,-27.59176513505802,-159.79063034484986,-62.82434503001211,-27.57625826187473,46.26952169043594,-159.98691612352636
261,0.2567876261902983,0.0009898886259563568,0.19005861618362052,2.1046138714045446,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.807059135807891,-62.80203586644127,46.29394763809691,-27.569104609942023,-159.91432268251492,-62.86496448665611,-27.553593321082108,46.34923572345207,-160.11051589802423
262,0.25777751481625466,0.000989898373140318,0.19006048764294106,2.104593148005933,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.8048626462702622,-62.842475276680595,46.37380450406226,-27.546110344763434,-160.03751545105908,-62.90537826155996,-27.530594444229386,46.42914202117805,-160.23361559357613
263,0.258767413189395,0.0009899080646427276,0.1900623484114037,2.104572543395976,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8054521720702355,-62.88272404322851,46.45383975537617,-27.522798367523016,-160.1602492964196,-62.9456013305521,-27.507277667225647,46.50922811515358,-160.35625602701518
264,0.2597573212540377,0.0009899177009780517,0.19006419858778595,2.1045520564739597,0,0.39999999999999997,0.138,0.02899999999999997,1.2060000000000006,1.81364371718423,-62.92279709662512,46.53404097923953,-27.499184832586707,-160.2825648117648,-62.98564867010702,-27.483659152440506,46.589481492267296,-160.47847795509517
265,0.2607472389550158,0.0009899272826542256,0.19006603826961133,2.10453168615318,0,0.4,0.138,0.02899999999999996,1.2060000000000008,1.8128007959815902,-62.96270933589902,46.61439574562699,-27.4752859784922,-160.40450244776068,-63.025535223100874,-27.459755146486845,46.66988962499234,-160.6003219849868
266,0.26173716623767,0.000989936810172759,0.19006786755316973,2.1045114313607147,0,0.39999999999999997,0.138,0.02899999999999997,1.2060000000000008,1.8058295840419836,-63.00247559516296,46.6948916368993,-27.451118086852237,-160.5261024251079,-63.06527586547806,-27.435581939102338,46.750440000991354,-160.72182848705685
267,0.26272710304784275,0.000989946284028841,0.19006968653353748,2.104491291037199,0,0.4,0.138,0.02899999999999996,1.2060000000000006,1.8033556540555846,-63.04211061131231,46.77551627659008,-27.42669744248484,-160.64740464993685,-63.104885373921924,-27.41115582323086,46.831120152000686,-160.84303751018214
268,0.26371704933187157,0.0009899557047114405,0.19007149530459658,2.1044712641366097,0,0.4,0.138,0.02899999999999996,1.2060000000000006,1.8041173270302022,-63.08162899270921,46.85625735751174,-27.402040294793753,-160.76844863164823,-63.14437839463422,-27.38649305640122,46.91191768189038,-160.96398869989562
269,0.264707005036583,0.0009899650727034069,0.19007329395905412,2.104451349626048,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.8098934264976227,-63.12104518906026,46.93710266894946,-27.37716282053363,-160.88927340382017,-63.18376941331569,-27.36160982349518,46.99282029380846,-161.08472121962356
270,0.2656969701092864,0.0009899743884815677,0.190075082588461,2.104431546485531,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.8096597652023272,-63.160373462641935,47.018040122789216,-27.352081088073604,-161.00991744864493,-63.22307272643282,-27.336522200986117,47.073815816325116,-161.20527367525193
271,0.266686944497768,0.000989983652516824,0.19007686128323023,2.1044118537077847,0,0.39999999999999997,0.138,0.028999999999999984,1.2060000000000006,1.8104954657906547,-63.19962786086923,47.09905777859325,-27.32681102319691,-161.1304186248547,-63.26230241400963,-27.31124612277754,47.154892228270995,-161.32568404375888
272,0.2676769281502848,0.000989992865274245,0.19007863013265502,2.1043922702980433,0,0.39999999999999997,0.138,0.028999999999999984,1.2060000000000006,1.8084853443295115,-63.238822190294556,47.18014386753175,-27.301368376510677,-161.25081409938483,-63.30147231362625,-27.285797347555317,47.236037682803115,-161.44598960488557
273,0.26866692101555906,0.0009900020272131597,0.19008038922492668,2.1043727952738482,0,0.4,0.138,0.028999999999999984,1.2060000000000006,1.8099974509495358,-63.27796999235429,47.2612868147829,-27.275768692603997,-161.37114028377619,-63.340595995837035,-27.260191427814075,47.317240530233946,-161.56622687648795
274,0.2696569230427722,0.0009900111387872474,0.1900821386471515,2.104353427664858,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8060673724040663,-63.31708452025451,47.34247526117375,-27.250027280774333,-161.49143277338055,-63.37968674127001,-27.234443680649587,47.398489339419584,-161.6864315543964
275,0.2706469341815595,0.0009900202004446263,0.19008387848536826,2.104334166512654,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8047354202307708,-63.35617871736722,47.42369808360414,-27.224159187516047,-161.61172629050145,-63.418757519253276,-27.20856916029333,47.479772917908974,-161.80663845628644
276,0.27163695438200414,0.0009900292126279406,0.1900856088245646,2.1043150108705566,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8072874932750993,-63.39526519748583,47.50494441373276,-27.19817917088918,-161.73205463259808,-63.457820968041126,-27.182582632437157,47.56108033074249,-161.92688146979418
277,0.27262698359463206,0.0009900381757744462,0.19008732974869366,2.104295959803438,0,0.39999999999999997,0.138,0.028999999999999984,1.2060000000000006,1.8175407642984798,-63.43435622662584,47.58620365542714,-27.172101676670014,-161.85245062455803,-63.496889377036155,-27.156498550499336,47.642400917262314,-162.04719350612638
278,0.2736170217704065,0.0009900470903160933,0.19008904134068993,2.1042770123875476,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8107351359623978,-63.47346370657675,47.667465500624225,-27.145940816369844,-161.9729460756933,-63.535974669991475,-27.130331033445774,47.72372430780186,-162.1676064559891
279,0.27460706886072256,0.0009900559566796093,0.190090743682485,2.1042581677103307,0,0.39999999999999997,0.138,0.02899999999999997,1.2060000000000006,1.8050204081725085,-63.51259916042417,47.748719943405554,-27.11971034716673,-162.09357174218584,-63.5750883899649,-27.10409384555323,47.80504043834833,-162.2881511502182
280,0.2755971248174022,0.0009900647752865788,0.19009243685502314,2.1042394248702596,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.8041404454651333,-63.55177371847191,47.82995729443576,-27.093423653263613,-162.21435728999128,-63.614241686137014,-27.077800378073384,47.88633956360043,-162.40885732550177
281,0.27658718959268874,0.0009900735465535235,0.19009412093827652,2.1042207829766593,0,0.39999999999999997,0.138,0.02899999999999997,1.2060000000000006,1.8056219613911868,-63.590998106797116,47.91116819229838,-27.06709372945636,-162.3353312652549,-63.65344530218256,-27.051463632697985,47.96761226873463,-162.5297535942248
282,0.27757726313924225,0.0009900822708919783,0.19009579601125984,2.1042022411495465,0,0.39999999999999997,0.138,0.02899999999999996,1.2060000000000006,1.8106609176432398,-63.63028263718884,47.99234361389237,-27.040733166419074,-162.45652106833123,-63.692709566402456,-27.025096206894023,48.048849479406186,-162.65086741910014
283,0.2785673454101342,0.0009900909487085688,0.19009746215204523,2.104183798519461,0,0.4,0.138,0.02899999999999997,1.2060000000000006,1.810310135370166,-63.66963719870276,48.07347488335544,-27.014354137790008,-162.57795293214835,-63.73204438371371,-26.99871028109076,48.130042470295486,-162.77222509291718
